#{"t_start": 1654173355.4702826, "env_id": "A1GymEnv-v0"}
r,l,t
-0.62317,86,53.514141
-0.440483,50,85.16692
-0.843881,84,135.507973
-0.18682,40,159.53671
-0.373279,76,206.720991
-0.47353,36,228.114938
-0.441491,34,248.149748
-0.29317,61,285.185586
-0.285193,29,302.68668
-0.362703,25,321.687601
-0.088776,31,340.503336
-0.074838,23,355.039175
-0.635423,40,379.987584
-0.241902,32,451.726249
-0.196998,46,479.169024
-0.232314,41,503.892242
-0.215576,43,529.679007
-0.269252,31,548.106129
-0.163118,32,567.148499
-0.209384,75,612.342213
-0.511021,38,635.634975
-0.317918,21,648.470648
-0.0005,13,656.336931
-0.204296,44,686.690931
-0.221053,30,704.49078
-0.470503,89,757.528479
0.041221,27,773.934787
-0.269763,17,784.063763
-0.037913,22,797.203436
-0.188797,28,813.543441
-0.135056,19,877.633107
-0.222864,25,892.445535
-0.156688,27,908.500257
-0.127718,79,955.765589
-0.345048,30,974.137127
-0.457049,30,992.197202
-0.154153,125,1070.703997
-0.040486,17,1080.843436
-0.081297,23,1094.428823
-0.157862,22,1107.644434
-0.007098,58,1142.33798
-0.518293,44,1168.526769
0.007203,40,1192.470589
-0.095398,111,1287.707273
-0.057724,48,1317.778876
-0.434678,32,1336.802121
-0.164064,36,1358.015925
-0.048213,37,1380.190262
-0.249531,37,1406.43146
-0.389815,28,1423.165538
-0.433937,77,1469.310462
-0.04139,15,1478.244867
-0.151124,48,1506.949431
-0.622984,36,1528.445706
0.097359,18,1538.984024
-0.658878,44,1565.630285
-0.223018,55,1598.532356
-0.093214,24,1612.865309
-0.1425,26,1628.592141
-0.33322,61,1687.908715
0.039671,44,1713.948471
-0.172102,29,1735.312611
0.107322,33,1755.596664
-0.125017,36,1777.191121
-0.147761,43,1802.859875
-0.066392,38,1825.669127
-0.295518,45,1852.637141
0.056224,25,1867.907057
-0.022189,14,1876.404299
-0.041188,31,1894.926975
0.126037,62,1931.992076
0.016571,39,1955.316656
-0.042089,28,1972.060345
-0.089183,17,1982.133217
-0.031864,30,2000.10047
0.139901,24,2014.24055
-0.355097,23,2031.795879
-0.02179,22,2044.897631
-0.019863,30,2064.793136
-0.169363,22,2078.090136
0.043488,27,2094.451475
0.084866,19,2106.001367
-0.071343,31,2124.723878
0.25166,31,2143.259899
-0.129083,46,2170.878551
-0.306481,29,2188.439733
0.006006,13,2196.170052
-0.046836,54,2228.95355
-0.350303,89,2282.058409
-0.067061,22,2295.263658
0.263437,60,2331.246925
0.017,18,2345.903398
0.182222,31,2364.5627
-0.104534,19,2375.737311
-0.063228,20,2387.637228
-0.094876,16,2397.253902
-0.104227,23,2410.819455
0.007174,28,2427.553585
0.152759,28,2446.087475
-0.045616,58,2480.515207
-0.121206,32,2499.560668
0.141771,18,2510.383466
-0.028157,38,2533.22655
0.059629,14,2541.657579
-0.005579,14,2550.136256
-0.17912,45,2576.764957
-0.115908,41,2601.065663
0.031506,15,2610.015712
0.176053,20,2621.920814
0.055736,18,2632.491692
-0.523435,74,2681.110963
0.070634,22,2694.132827
0.115268,41,2718.60803
0.019757,21,2731.302995
0.04253,29,2748.568228
-0.013729,43,2774.181018
0.025985,17,2784.327596
0.006023,34,2804.581682
0.147189,32,2825.263473
-0.317953,26,2840.737477
0.090515,15,2849.732512
-0.338818,53,2881.242311
-0.155781,34,2901.460016
0.065577,20,2913.482483
0.052954,18,2924.301254
-0.123138,16,2933.867554
0.068812,21,2946.359627
-0.036219,32,2969.534785
0.133142,22,2982.633473
0.153983,39,3005.935507
0.310344,32,3025.036425
0.010125,14,3033.472055
0.113741,16,3042.930184
0.137784,38,3065.672107
0.078125,21,3078.172051
0.175033,33,3097.989597
0.040272,23,3111.730925
-0.055033,24,3126.192409
0.041153,21,3138.657808
0.066896,34,3159.107324
-0.167221,36,3180.503469
-0.026635,35,3203.901357
0.023991,15,3213.413749
-0.114749,41,3238.296168
0.054372,15,3248.216531
-0.175486,34,3269.512466
0.052644,25,3289.620474
0.028962,18,3301.003592
0.342678,38,3324.770025
-0.099458,17,3336.132282
0.022165,18,3347.994445
0.144609,45,3378.827073
0.066189,25,3394.349199
0.043954,47,3423.367462
-0.048684,19,3436.075621
0.101458,39,3460.185078
-0.114403,31,3479.174289
0.081318,21,3491.977787
-0.11829,30,3510.177096
0.22788,23,3524.428682
0.060246,12,3531.715126
-0.011955,19,3543.436612
-0.032087,16,3553.363392
-0.106779,21,3566.229796
0.142061,15,3575.830201
0.088136,28,3592.941621
0.109504,13,3602.121405
-0.099267,24,3621.223037
0.210316,21,3634.198133
0.047984,29,3651.860315
0.194988,55,3685.850494
0.11848,28,3702.877861
-0.036121,27,3719.322534
0.149989,29,3737.097634
0.051886,17,3747.532748
0.022126,15,3756.701751
0.085781,40,3781.20927
0.187293,22,3794.746303
-0.006213,22,3807.984155
0.057391,13,3815.942897
0.264764,31,3834.806686
0.473178,53,3867.333108
0.13687,37,3889.877862
0.152201,27,3906.222019
0.281924,28,3927.286014
0.173966,22,3940.9959
0.206744,22,3955.026653
0.24687,33,3975.148462
0.062898,18,3987.188416
0.063579,11,3996.959758
-0.010814,16,4006.901621
0.035298,40,4031.36171
0.243493,30,4049.806202
0.044517,15,4059.065882
-0.011245,44,4085.783293
-0.013418,32,4105.462967
0.043524,52,4137.330144
-0.175894,44,4164.267739
0.031863,40,4188.449148
0.138446,18,4199.496954
0.411661,39,4222.496481
0.048748,21,4234.983361
0.091456,34,4259.373582
0.184154,17,4269.355497
0.437902,72,4311.916242
0.039432,28,4328.488858
0.140133,37,4350.377912
0.10084,49,4381.319124
0.141383,31,4399.661308
0.237698,30,4417.346388
0.143644,17,4427.506914
0.418475,38,4449.69492
0.315501,47,4477.561593
0.20248,37,4499.816574
0.269346,30,4517.812739
0.268408,32,4536.94659
0.147623,38,4563.319336
0.266047,27,4579.55707
0.169683,34,4599.691421
0.153735,17,4610.068718
0.367918,39,4633.45002
0.148067,19,4644.990794
0.166573,12,4652.178399
-0.18869,78,4699.830518
0.146683,26,4715.651119
-0.059648,40,4739.906159
0.259591,29,4758.850281
0.100496,24,4773.568027
0.448495,58,4808.799492
-0.161163,29,4826.397023
0.193069,27,4842.885938
0.099325,19,4854.489033
0.219364,29,4875.949046
0.119031,21,4888.64344
0.229048,42,4914.196015
0.199749,19,4925.784463
0.178841,28,4942.850362
0.293528,30,4961.071477
0.086672,80,5009.960596
0.759656,67,5050.549718
0.149529,37,5072.804878
0.164792,24,5087.307964
0.227227,52,5119.033079
0.107523,22,5132.567514
0.150888,17,5144.130398
0.211444,47,5173.098177
0.192354,25,5192.67114
0.206954,27,5209.093815
-0.029469,27,5225.507319
0.465252,66,5265.488225
0.204918,18,5276.557486
0.397092,59,5312.391136
0.178378,32,5331.643648
0.462617,37,5354.699832
0.393615,36,5376.361795
0.388892,34,5397.567974
0.061417,12,5404.854657
0.241835,25,5420.219975
0.490028,56,5453.96508
0.132741,21,5466.705912
0.320906,38,5489.701167
0.124351,20,5505.806359
0.398269,58,5542.808156
-0.068713,31,5561.503438
0.102733,29,5579.08389
0.190252,41,5604.009151
0.873124,96,5663.830773
0.225379,19,5675.355975
0.217081,35,5696.724872
0.389494,46,5724.608626
0.130092,27,5741.026743
0.145243,45,5768.342723
0.172166,27,5784.433495
0.361582,49,5814.072301
0.132059,40,5842.419592
0.57581,44,5869.126997
0.356027,36,5890.900173
0.168695,39,5914.66336
0.046762,32,5937.159081
0.791158,97,5995.835685
0.404267,41,6020.382241
0.207202,38,6043.208834
0.490997,51,6074.239096
1.331367,128,6155.553933
0.027959,37,6177.84614
0.245519,34,6198.314333
0.541391,65,6237.459294
0.656201,45,6264.665132
0.604138,90,6323.758328
0.133162,16,6333.457012
0.367529,85,6384.380626
0.234698,47,6412.534879
-0.003924,20,6424.615914
0.721247,89,6481.816701
0.846249,78,6528.337869
0.088678,22,6541.580275
0.03362,25,6556.740662
0.721525,68,6597.803306
0.207365,23,6611.558603
0.676211,55,6644.363868
0.396083,49,6673.82913
0.044784,68,6724.179845
0.073096,31,6742.684817
0.193623,101,6807.469378
1.022895,104,6870.912187
0.119614,39,6895.662806
0.885135,68,6937.059314
0.597274,115,7005.139072
0.905126,114,7074.312665
1.289981,81,7134.016507
1.927609,205,7256.451614
0.929736,74,7300.997002
2.569233,180,7417.649748
0.869959,114,7526.572258
1.006586,97,7589.353623
2.149702,216,7721.290008
3.251541,403,8008.090658
1.086409,139,8092.108207
8.420858,1000,8793.923919
4.741541,566,9132.999802
11.176849,1000,9847.332712
10.447818,1000,10559.324847
11.236697,1000,11212.634594
