#{"t_start": 1654173355.939681, "env_id": "A1GymEnv-v0"}
r,l,t
-1.108876,81,50.112322
-0.644399,40,74.951764
-1.075111,68,116.293396
-0.904327,54,148.945813
-0.950764,78,196.073066
-0.218277,47,225.307893
-0.253607,23,238.963259
-0.35456,38,261.721571
-0.410715,60,298.13743
-0.176885,29,319.466763
-0.012238,32,338.843369
-0.993992,57,374.505505
-0.443253,43,453.055924
-0.343,39,476.354954
-0.581075,87,528.614939
-0.321548,38,551.326362
-0.469298,39,574.604949
0.113369,22,587.937592
-0.315021,48,616.692075
-0.292413,22,630.148192
0.026096,27,646.798151
-0.221313,21,659.480391
-0.257858,25,674.440652
0.063402,47,706.503851
-0.221762,93,761.960573
0.069116,36,783.632065
-0.641289,81,884.250373
-0.357635,70,925.954079
-0.168523,28,942.53428
-0.113174,39,966.360264
-0.10457,32,985.661295
0.119022,53,1017.799474
-0.265483,21,1030.285321
0.054339,44,1060.269946
-0.258228,36,1081.639456
-0.175342,17,1091.592396
0.004794,24,1105.993813
-0.052846,24,1120.448282
-0.092642,46,1147.801365
-0.295884,25,1162.697303
-0.414608,54,1195.027454
-0.124207,30,1213.273809
-0.133898,40,1237.220833
-0.07509,68,1307.160181
-0.101234,21,1320.349499
0.109786,25,1335.18818
-0.064379,73,1378.484605
-0.026034,36,1404.238642
0.040101,19,1415.570826
-0.668143,31,1434.190215
-0.190213,18,1444.938005
-0.201728,35,1465.846422
0.014737,31,1484.35875
0.180855,20,1496.306422
-0.422345,33,1516.036843
-0.21131,60,1551.829294
-0.389137,21,1564.592862
-0.280694,32,1583.663968
-0.220669,25,1598.708535
-0.08771,25,1613.619857
-0.010534,14,1622.223822
-0.48372,33,1641.928539
-0.035513,14,1650.192986
-0.045941,32,1692.153131
-0.026253,49,1725.259227
0.011096,11,1731.841425
-0.18109,64,1770.690689
-0.064849,28,1787.403422
0.036389,18,1798.118693
-0.051239,28,1815.100402
0.066225,30,1833.015398
-0.111025,21,1845.617015
-0.159723,17,1855.845183
-0.01845,44,1882.500673
0.003494,49,1911.894231
0.004372,13,1919.459057
-0.623972,33,1939.357087
0.023003,57,1973.440876
0.173197,48,2002.022599
-0.079762,24,2016.146269
0.031212,16,2029.572063
-0.002008,32,2048.675382
-0.017821,19,2060.020111
0.07131,14,2070.433953
0.037396,22,2083.647177
0.229355,44,2110.398287
-0.207857,61,2147.005125
0.028627,32,2166.234015
-0.131126,27,2182.554758
0.265617,50,2212.52363
0.03848,40,2236.843706
-0.156826,56,2270.266669
-0.339201,55,2303.146618
0.004435,11,2309.868089
-0.165028,25,2324.672847
-0.034347,48,2357.449868
0.292359,71,2399.806009
-0.091834,11,2406.223507
0.106539,15,2415.184942
0.016386,26,2430.58445
0.006991,33,2452.172465
-0.129823,36,2473.558028
-0.027866,24,2487.835637
-0.04884,22,2500.974844
0.237142,28,2517.783003
0.14211,34,2538.225666
0.037643,22,2551.543728
-0.065972,23,2565.037406
0.118396,16,2574.541562
-0.027212,34,2594.742797
-0.026533,26,2610.202978
0.109477,37,2632.073461
-0.133826,37,2658.29167
-0.043886,30,2676.466337
0.028949,35,2697.261454
-0.151802,32,2716.340396
-0.120736,14,2724.871211
0.161379,29,2742.181373
0.314573,38,2764.818833
0.12403,18,2775.583408
0.089425,16,2785.102936
-0.087923,18,2795.650429
-0.036463,20,2807.769643
-0.066596,40,2833.206219
0.198573,40,2856.986775
-0.061738,43,2882.617585
0.042253,28,2899.205741
0.000546,22,2912.397736
0.149337,42,2937.573137
0.062541,28,2954.294674
0.053581,43,2984.01979
-0.039555,12,2991.295787
-0.372614,77,3037.122947
0.096999,49,3066.4372
-0.03677,15,3075.364335
0.16373,34,3095.716955
-0.082556,25,3110.652771
0.035087,16,3120.354514
-0.072329,14,3128.726737
0.065942,19,3139.951773
0.129153,36,3161.667677
0.206014,29,3178.935551
0.11275,14,3187.220304
-0.139337,48,3218.877573
-0.074228,29,3236.561791
-0.203312,19,3249.0781
0.15332,27,3265.991927
0.147427,28,3287.945954
-0.202056,17,3298.572008
0.077972,17,3309.261631
0.084892,21,3322.42096
-0.30679,32,3343.75185
0.033362,18,3355.276722
0.043596,17,3367.628449
0.014582,19,3380.245183
0.156629,24,3395.082123
0.297646,31,3413.839838
0.121595,26,3431.304178
0.136847,14,3440.013869
0.106867,12,3447.443527
0.161813,21,3460.318826
0.058566,14,3468.932441
-0.010559,25,3484.264634
-0.018664,36,3505.97606
0.144238,19,3517.747953
0.224125,33,3538.062555
0.079628,17,3548.556462
0.079749,15,3557.748521
0.065746,18,3569.065804
0.037458,20,3581.463357
-0.044698,34,3603.604341
0.128192,19,3619.546114
0.052289,52,3651.429868
0.008824,12,3658.788661
0.085581,21,3671.870259
0.079881,14,3680.513919
0.166664,22,3693.819287
0.092493,46,3722.007254
0.050823,16,3731.855757
0.217968,41,3756.878035
-0.021037,18,3767.868018
0.199594,40,3792.479078
0.05324,23,3806.369212
0.15738,16,3816.110893
0.184829,24,3830.678966
-0.091492,32,3850.299075
0.102732,28,3867.525674
0.091377,18,3878.379195
0.06877,33,3898.563865
0.033271,14,3906.966927
0.285059,33,3931.087081
0.457445,49,3961.994726
0.107009,29,3979.959447
0.204123,33,4004.012845
0.191464,28,4021.177364
0.17817,23,4035.202765
0.217296,42,4061.104818
0.223992,44,4087.82958
0.115463,35,4109.339555
-0.080156,34,4130.186606
0.161523,35,4151.621301
-0.150331,25,4166.894698
-0.042565,40,4191.020735
0.104638,20,4203.21622
0.295269,28,4219.677142
0.088991,15,4228.633753
0.199509,52,4263.647062
0.074935,26,4279.00072
0.114836,21,4291.39624
0.157879,15,4300.164637
0.172214,28,4316.807373
0.086817,41,4341.058301
0.391094,45,4367.609282
-0.003687,40,4393.340436
0.184516,21,4405.681091
-0.130027,22,4418.684517
0.164557,38,4441.06472
0.02182,35,4461.693025
0.097623,20,4473.384964
0.124161,34,4494.0334
0.15151,41,4518.532981
0.041451,22,4531.677694
0.031243,20,4543.611386
0.082487,56,4580.899675
0.22709,41,4605.29175
0.340798,40,4629.42871
0.138305,26,4645.122447
0.280837,29,4662.493407
0.058873,20,4674.656165
0.020659,14,4683.228379
-0.00151,48,4712.749408
0.253213,44,4739.477387
0.039246,22,4752.884917
0.259547,34,4774.872508
0.460979,51,4805.927752
-0.564482,55,4839.357143
0.072516,40,4863.722741
0.185731,23,4881.614416
-0.029993,12,4888.790008
0.186802,15,4897.980351
-0.168899,32,4917.3879
0.293985,22,4930.791233
0.335508,51,4961.903014
-0.08214,21,4974.781938
-0.073875,47,5003.499332
0.007241,37,5025.976094
0.133436,15,5035.002528
0.012945,26,5050.763944
0.029299,17,5061.018445
0.302561,18,5071.733723
0.071122,12,5079.044177
0.380683,91,5134.539755
0.185824,41,5160.686232
0.030695,17,5171.42236
0.0846,18,5182.739413
0.36311,58,5222.072003
0.16445,44,5248.990646
0.28221,59,5284.671456
0.153133,64,5323.38326
0.105257,20,5335.680274
0.096386,24,5350.551102
0.317513,30,5368.794214
0.239512,23,5382.706715
0.149656,26,5399.008578
0.017982,18,5409.977096
0.135539,21,5422.850728
0.358563,45,5449.861904
0.094588,35,5471.13876
0.096855,43,5497.177602
0.054541,31,5519.664749
0.445146,42,5547.215859
0.137669,31,5565.950282
0.153935,38,5588.785985
0.182384,27,5605.341926
0.518827,70,5648.834387
0.149994,21,5662.161221
0.127463,27,5678.634407
0.471169,41,5703.497504
0.31656,48,5732.653028
0.086391,38,5755.736204
0.249336,41,5780.410941
0.199168,37,5802.683934
0.022824,25,5822.101597
0.086146,22,5835.333536
0.062606,22,5848.855553
0.391864,68,5889.853834
0.378408,29,5907.476084
0.150624,39,5934.249633
0.201609,20,5946.345281
0.363407,73,5990.61628
0.180079,32,6009.810353
0.438457,52,6040.943461
0.399747,42,6066.444551
0.234869,22,6079.771739
0.446657,44,6106.463156
0.547481,34,6126.945993
0.291927,37,6153.284232
0.239615,22,6166.642535
0.567819,86,6218.435212
0.731979,108,6283.462238
0.477442,66,6328.144352
1.241641,160,6424.184414
1.338174,129,6505.000312
0.178534,32,6524.24224
2.527785,273,6697.997106
0.649357,66,6737.534696
0.252233,36,6758.978797
0.741066,66,6802.779566
0.922765,105,6866.97004
0.417778,62,6905.325525
0.678313,78,6952.611068
0.232635,27,6968.473213
0.297822,51,6998.595289
