#{"t_start": 1654173353.3940084, "env_id": "A1GymEnv-v0"}
r,l,t
-0.71254,71,46.495245
-0.451874,57,82.070142
-0.487598,41,106.839317
-0.304616,15,115.731325
-0.338375,64,154.236421
-0.407348,45,181.561784
-0.30307,29,199.094426
-0.359263,28,217.112279
-0.213041,26,232.492491
-0.260198,38,255.029488
-0.654672,114,327.894029
-0.400216,45,355.636613
-0.242468,50,386.86039
-0.577133,52,470.373995
-0.261339,28,487.222765
-0.198278,27,503.470156
-0.300458,25,518.257243
-0.475865,30,536.273932
-0.367995,112,603.480613
-0.42122,90,658.268747
-0.484507,56,695.75781
-0.086031,47,723.650863
-0.723069,53,755.331292
-0.063514,46,783.038069
-0.196101,44,809.071303
-0.272018,55,894.370241
-0.595724,52,925.329586
-0.179509,42,950.281077
-0.333739,76,996.570593
-0.09768,25,1011.856624
-0.236348,82,1064.415614
-0.15947,47,1092.221415
0.153596,20,1104.171609
-0.11043,20,1116.207333
-0.123911,26,1131.603282
-0.209424,70,1173.481528
-0.186521,42,1198.63201
-0.269697,34,1219.208745
-0.258013,34,1239.601618
-0.26462,18,1278.871636
-0.098151,52,1310.810108
0.04109,17,1321.528576
-0.087119,18,1332.236541
-0.095051,30,1349.880159
-0.150163,32,1368.913921
0.006861,21,1381.514127
-0.401675,42,1410.759738
-0.200548,46,1438.394467
-0.199626,31,1456.979079
-0.813413,64,1495.145225
-0.236268,25,1510.113648
-0.073277,44,1536.235271
0.015408,20,1548.186305
0.006433,70,1590.309406
-0.126317,18,1601.098476
-0.085613,29,1618.407322
0.009535,21,1631.151006
-0.385517,26,1646.660981
0.073616,29,1686.936196
0.049449,25,1701.710839
0.140532,20,1713.571187
-0.078061,17,1727.632616
-0.033428,30,1745.568491
0.092175,53,1777.926314
-0.067664,28,1794.523684
-0.147101,10,1800.497311
-0.149768,28,1817.480927
-0.065358,34,1837.766361
0.058891,11,1844.363489
-0.208953,31,1863.106408
0.131564,42,1888.459321
0.098688,36,1910.103326
0.016682,25,1924.823337
0.017567,19,1936.334346
-0.115233,31,1954.826335
-0.11187,35,1975.804411
-0.227605,20,1987.70284
-0.115086,15,1996.592133
-0.207055,44,2022.642656
0.011471,21,2039.083686
0.034792,14,2047.460751
-0.022224,21,2059.973908
-0.05597,16,2071.553327
0.194602,19,2083.025232
-0.057817,52,2114.63936
0.050142,14,2123.085306
-0.081741,21,2135.745734
-0.040539,18,2146.425119
0.036923,56,2180.154281
-0.056644,44,2206.563517
0.102153,20,2218.617091
0.064596,20,2230.885731
-0.002844,20,2242.829596
-0.080193,63,2280.35406
-0.260425,18,2291.263626
-0.209256,84,2345.428172
-0.009534,16,2355.010212
0.191112,23,2368.814775
0.048411,20,2380.667625
0.039865,20,2392.596059
0.152709,23,2406.244401
0.02592,62,2443.130738
0.016859,29,2462.242228
-0.025499,34,2482.450181
-0.054556,25,2497.338451
-0.092873,37,2519.593534
-0.053091,36,2541.203421
0.030851,22,2554.538098
-0.02197,21,2566.817812
0.068752,17,2576.913536
0.059779,19,2588.332841
-0.026318,30,2605.967577
0.162864,18,2616.701383
0.121791,17,2626.770804
0.076908,30,2644.557633
-0.103601,17,2658.757443
-0.023712,20,2671.078032
0.086553,44,2697.279766
0.260244,50,2727.262131
0.030831,26,2742.770561
-0.014616,14,2751.102862
0.004833,28,2767.79068
0.301973,33,2787.488948
-0.420013,25,2802.233006
-0.073303,21,2814.971292
-0.028874,14,2824.772353
0.277463,48,2853.45648
0.065067,33,2873.194499
0.053674,39,2896.27688
0.007921,54,2928.7235
0.007251,18,2939.344874
-0.468249,48,2972.099332
0.037971,23,2985.805722
0.03996,44,3012.011618
0.054548,31,3030.595829
0.122123,16,3040.110275
0.066198,15,3049.08908
-0.019816,49,3078.361739
-0.154285,15,3087.34998
0.024272,26,3102.881753
0.025814,21,3115.513335
-0.079153,41,3140.019399
0.003808,20,3152.031981
-0.263464,39,3175.311838
0.141833,32,3194.381141
0.155761,30,3215.321926
0.05843,14,3223.638158
0.384487,32,3243.467323
-0.005324,31,3263.508589
0.08874,14,3272.08235
0.127175,23,3290.939178
0.052005,19,3302.92494
0.045842,15,3312.278033
0.100245,33,3333.196746
0.086097,11,3340.686759
0.087835,19,3353.144162
-0.124369,39,3380.127599
-0.004903,16,3390.155362
0.042793,20,3402.305254
