#{"t_start": 1654173349.3459494, "env_id": "A1GymEnv-v0"}
r,l,t
-0.124672,24,21.455427
-0.389928,45,49.108949
-0.234383,44,75.442945
-0.314711,34,97.53374
-0.713283,71,140.085356
-0.465296,58,175.193714
-0.229598,25,190.134592
-0.242287,30,208.752349
-0.024387,18,220.280109
-0.768343,78,266.667629
-0.807015,71,309.592119
-0.449087,43,339.558168
-0.227493,27,356.211066
-0.192799,34,377.556731
-0.292965,22,391.242107
-0.746116,59,478.954866
-0.248053,55,511.983966
-0.752576,34,532.364186
-0.415968,37,554.459354
-0.905968,68,595.289637
-0.151213,17,605.430331
-0.187615,23,619.264198
-0.184123,44,646.284225
-0.100812,47,674.637818
-0.058047,28,695.417443
-0.053558,65,733.93065
-0.11484,21,746.48892
-0.664545,94,802.94794
-0.29284,40,879.191181
-0.319399,32,898.134971
0.043851,30,916.073571
-0.391437,50,945.788616
-0.24102,31,964.510317
-0.440116,42,989.988873
0.023125,13,997.903281
-0.110658,32,1017.407456
-0.09834,12,1024.579394
-0.378271,26,1040.017362
0.14585,23,1057.637236
-0.28167,21,1069.951607
-0.113021,46,1097.173298
-0.10438,14,1105.473622
-0.378159,28,1122.39046
0.009127,33,1141.995069
-0.188312,26,1157.633661
-0.422703,67,1197.545222
-0.09389,37,1220.038152
-0.277658,40,1243.980933
-0.277781,36,1294.052133
-0.274933,41,1319.573392
-0.232565,29,1337.232505
-0.522558,35,1357.758432
0.115546,16,1367.394445
-0.311899,64,1409.808611
-0.148021,22,1422.941669
0.031193,28,1439.767366
-0.204069,18,1450.5255
-0.073198,20,1462.535045
0.045914,25,1477.470751
-0.150509,46,1504.845312
0.026867,42,1529.880611
0.162674,36,1551.372302
0.019955,23,1565.264116
-0.193931,31,1583.838454
-0.002053,55,1616.807504
-0.194463,15,1625.987436
-0.020285,13,1633.737448
0.210989,24,1648.074718
0.010915,31,1689.495725
0.019008,23,1703.165238
-0.161786,37,1729.008424
-0.054497,24,1743.421326
0.052545,21,1756.247306
-0.159058,24,1770.823924
-0.113348,23,1784.677986
-0.003523,23,1798.257867
0.006839,15,1807.317791
-0.134349,49,1836.777259
0.166648,31,1855.465694
-0.075483,16,1865.093759
-0.11807,28,1882.104872
-0.122384,25,1897.028245
-0.29845,23,1910.912768
0.24544,30,1928.584894
-0.09055,21,1941.311391
0.168154,46,1968.750031
0.434846,62,2005.817728
0.24733,105,2074.152197
-0.113643,41,2098.968405
0.122987,29,2116.560158
-0.472056,40,2140.730829
-0.186806,24,2154.989468
0.061735,28,2171.811027
0.121726,15,2180.94852
0.113532,48,2209.67993
-0.121792,21,2222.382767
-0.076324,23,2236.481091
0.076157,15,2245.362052
