#{"t_start": 1654173350.8390186, "env_id": "A1GymEnv-v0"}
r,l,t
-0.094952,20,17.629221
-0.374326,31,36.657111
-0.621439,97,96.773183
-0.186563,29,113.936587
-0.64305,46,141.740098
-0.264632,20,153.686581
-0.867693,73,197.886063
-0.328397,17,208.86286
-0.663835,65,247.780509
-0.176928,30,265.897423
-0.013037,26,281.725931
-0.601289,41,306.419238
-0.398396,34,330.899209
0.086264,18,341.72338
-0.08785,39,366.281975
-0.404878,42,444.600356
-0.543382,81,493.260375
-1.141558,111,559.628652
-0.226843,28,576.373083
-0.150906,38,599.222398
-0.657361,35,620.283348
-1.240558,172,727.799398
-0.135432,60,763.634971
-0.415228,27,780.115592
-0.071163,21,792.551157
-0.198273,102,905.73665
-0.38793,69,946.740912
-0.088291,19,958.262812
-0.08601,40,982.764025
-0.393122,59,1018.40377
-0.085222,22,1031.526115
-0.107068,20,1043.295781
-0.023166,41,1071.497541
0.023242,23,1085.189777
-0.510763,33,1104.745504
-0.04239,15,1113.798545
0.020904,45,1140.613711
0.069778,63,1178.151187
-0.059236,16,1187.75768
-0.032847,16,1197.419068
-0.204626,51,1228.322393
-0.187013,30,1246.024798
-0.075183,25,1289.522578
-0.025269,15,1299.107843
-0.196589,36,1321.286203
-0.307337,24,1335.859865
-0.033347,18,1346.413694
-0.340619,51,1376.687456
-0.290406,34,1401.253823
-0.327044,33,1420.942691
0.092983,39,1444.405185
-0.053754,46,1471.838333
-0.050906,27,1487.973537
-0.08272,27,1504.075743
-0.045437,40,1527.845613
-0.215341,15,1536.926863
-0.124429,94,1593.29157
-0.075978,16,1602.860823
-0.234282,27,1619.015284
-0.085074,44,1645.489659
-0.127006,19,1656.770995
-0.008518,31,1698.216464
-0.032574,46,1729.409426
-0.267206,16,1739.052202
-0.044015,27,1755.520777
-0.063074,33,1775.437878
-0.129854,41,1799.895551
0.040225,42,1825.208786
-0.231733,43,1851.020238
-0.179806,31,1869.804722
-0.107654,19,1881.337403
0.014405,51,1911.925367
-0.073236,67,1951.904552
-0.359241,45,1978.824384
0.068193,21,1991.338852
-0.064657,17,2001.441157
-0.015395,22,2014.477426
-0.048857,23,2028.07163
0.129347,32,2051.074039
0.065756,28,2069.749428
-0.056353,49,2099.383503
0.094375,15,2108.482664
-0.028457,10,2114.559923
-0.191547,24,2129.052092
-0.038406,23,2142.935622
0.036069,18,2153.612813
0.047376,31,2172.25615
-0.176028,47,2200.509583
-0.192167,41,2225.440314
-0.09983,64,2263.618287
-0.019208,12,2270.814144
-0.065449,40,2294.833065
0.004226,11,2301.353231
-0.109977,18,2312.220575
-0.31151,56,2349.622555
0.142411,18,2360.402748
-0.067694,29,2377.71092
0.031261,38,2400.405079
-0.07598,21,2412.766344
-0.109722,22,2425.992321
0.004125,22,2438.919853
-0.168747,25,2455.787559
0.190363,17,2465.82545
0.015363,16,2475.314263
-0.25166,37,2497.318166
0.048537,16,2506.971156
0.028448,16,2516.547974
0.102223,39,2539.99016
-0.03632,17,2550.309066
-0.134384,32,2569.19496
0.013995,24,2583.517301
0.119602,21,2596.077306
0.122095,18,2606.617718
-0.49684,48,2635.081639
0.020571,27,2651.12112
-0.114938,22,2668.702947
0.097318,16,2678.293045
-0.224594,31,2696.715259
-0.007027,19,2708.014496
0.108985,25,2722.910047
0.023699,37,2745.142564
0.119189,15,2754.062017
0.031552,23,2767.7142
0.002749,32,2786.879573
-0.014726,15,2795.775332
0.013687,15,2804.608047
0.053025,20,2816.744783
0.051749,31,2836.825866
0.256549,40,2860.624807
0.137504,40,2884.39038
0.134224,53,2915.997452
-0.030115,56,2949.488308
0.093764,41,2978.082063
0.216761,28,2994.856778
0.022707,19,3006.091113
0.153073,19,3017.415998
0.247436,65,3056.300538
0.103683,26,3071.867177
0.152815,31,3090.321308
0.132072,54,3122.741821
-0.012749,18,3133.514249
0.031653,28,3150.237515
0.093568,45,3177.107554
-0.037785,23,3190.804513
-0.204656,22,3206.375168
-0.123348,42,3232.005134
0.105322,16,3241.96843
0.046953,25,3258.205886
0.262457,25,3273.829925
0.012635,38,3302.016317
0.142279,17,3312.768298
0.033725,15,3322.181184
0.003171,23,3336.905145
0.142595,54,3373.815423
0.129534,14,3383.162789
0.135757,21,3396.188352
0.206026,20,3408.389615
0.05272,15,3417.343776
0.195736,27,3435.442351
0.082357,15,3444.770948
0.416581,37,3467.583625
0.084093,65,3507.179496
0.02752,35,3528.713777
0.06065,22,3542.217578
0.237191,37,3565.01208
0.116314,49,3595.437602
-0.072029,31,3619.97637
0.146759,24,3634.933319
-0.163686,26,3650.618119
0.076738,27,3667.189438
0.131566,18,3678.507963
0.166915,31,3697.417557
0.007191,27,3713.904538
0.19241,19,3725.542186
0.066946,31,3744.490546
0.09999,22,3758.007993
0.089813,15,3767.091591
0.341457,45,3794.767429
0.123073,42,3820.275834
0.150787,17,3830.66505
0.205449,23,3844.716074
0.170103,36,3866.837735
0.008855,34,3887.478573
0.156937,26,3903.314424
0.128919,48,3936.489047
-0.013607,24,3951.7733
-0.01174,19,3963.63249
-0.168233,33,3983.989931
0.163488,38,4011.21865
-0.054013,44,4038.131492
-0.030144,33,4058.500428
-0.12593,30,4076.700363
0.244919,69,4119.017115
0.14391,21,4131.906803
-0.036778,44,4158.800463
0.019459,19,4170.426848
0.074884,43,4196.422116
0.111973,16,4206.173891
0.050631,31,4224.443676
-0.028596,16,4234.031002
0.268842,36,4259.599076
0.220474,27,4275.488856
0.212429,32,4294.435041
0.119936,22,4307.244601
0.031158,23,4320.928773
0.218894,18,4331.645818
0.084286,36,4352.906232
0.349155,64,4392.713248
-0.030606,24,4406.969646
0.495448,42,4431.820272
0.261741,28,4448.162327
0.146977,30,4465.881265
0.40125,92,4520.968131
0.228015,35,4541.852593
0.329993,39,4568.803619
-0.073535,22,4582.141193
-0.003973,76,4627.501541
0.022948,28,4644.536472
-0.485349,116,4715.024317
0.196521,39,4738.779459
0.133724,19,4750.292511
0.261429,44,4778.507639
0.306428,37,4800.924199
0.262635,23,4814.986771
0.155752,17,4825.311214
0.261716,33,4845.33993
0.061044,17,4855.756789
0.17322,33,4879.673434
0.164955,33,4899.705672
-0.143717,29,4917.247836
0.204662,23,4931.332049
0.089837,27,4947.792072
0.263949,32,4967.291953
0.333179,54,5000.218807
0.738674,63,5038.549391
0.089728,23,5052.473514
0.204128,21,5065.176199
0.228033,26,5080.768218
0.075122,10,5086.859421
0.02317,18,5097.831918
0.25559,33,5118.002223
0.487576,76,5165.444337
0.140063,45,5197.609575
-0.08331,17,5207.926697
0.380682,50,5238.473824
0.307458,55,5271.698168
0.021248,15,5280.87014
0.230693,39,5304.62644
0.227348,42,5329.951111
0.224209,35,5351.671679
0.013282,21,5364.478677
0.269253,22,5377.725442
0.253852,29,5395.59103
0.299347,44,5422.644757
0.220559,37,5445.135974
0.117255,23,5458.924419
0.146704,42,5484.31856
0.485438,51,5519.155969
0.040084,24,5533.322474
0.559363,56,5569.504994
-0.092513,39,5592.963564
0.106567,31,5611.930858
0.36675,47,5640.40323
0.332504,42,5667.528943
0.430874,59,5703.427275
0.210426,30,5721.638893
0.374108,30,5739.837491
0.482301,59,5775.644553
0.338082,33,5795.37954
0.569927,126,5875.926429
0.075827,41,5900.723402
0.38124,82,5953.572241
0.407427,43,5979.542173
0.188081,26,5995.378309
0.502601,84,6045.629432
