#{"t_start": 1654173348.7915063, "env_id": "A1GymEnv-v0"}
r,l,t
-0.732845,58,42.948913
-0.529016,103,106.369795
-0.742944,42,131.25654
-0.34351,35,152.573841
-0.148673,26,168.253141
-0.483728,69,210.724374
-0.305898,31,229.617113
-0.453542,26,245.076039
-0.618506,36,266.577288
-0.666671,37,289.061621
-0.311194,40,313.227269
-0.477566,75,363.173028
-0.299444,60,452.493573
-0.215923,44,478.869564
-0.596707,72,522.008501
-0.146776,21,534.682865
-0.605144,61,570.972983
-1.267086,80,619.19155
-0.351425,31,638.073376
-0.760246,58,673.354942
-0.005056,25,692.339313
-0.235185,22,705.374638
0.182004,56,738.742436
-0.145094,24,752.939422
-0.52337,46,780.796529
-0.000341,27,796.849134
-0.11537,25,811.61094
0.153887,46,891.556028
-0.467038,35,912.436596
-0.122278,20,924.232736
-0.400635,61,960.773811
-0.380145,41,985.859809
-0.416795,72,1029.182526
-0.311064,32,1052.119248
-0.064168,17,1062.244728
0.000702,22,1075.210526
-0.179801,20,1087.090388
-0.257003,18,1097.673777
-0.08741,20,1109.70583
-0.287904,28,1126.507273
-0.260733,34,1146.76571
-0.231495,30,1164.603143
0.026115,44,1190.863673
-0.730974,104,1253.247665
0.040326,18,1292.659847
-0.428932,41,1318.287812
-0.013798,13,1326.437517
-0.111128,32,1345.406977
0.026152,28,1361.88755
0.061258,27,1377.955429
-0.31746,25,1397.083337
-0.061634,28,1413.892932
0.017565,41,1438.448974
-0.218061,49,1467.774548
-0.230893,15,1476.746192
-0.070016,18,1487.531958
-0.074526,19,1498.809722
-0.134938,46,1526.322529
-0.113521,18,1537.047662
-0.192509,28,1553.70751
-0.297008,91,1608.384051
-0.050023,50,1638.422813
0.070504,12,1645.558671
-0.168864,31,1686.960572
-0.024015,45,1713.655822
0.12461,21,1730.108707
0.119975,30,1748.063859
0.134442,84,1798.762959
0.053853,12,1806.013777
0.055025,24,1820.525789
-0.054266,44,1846.897949
0.116628,35,1868.05489
-0.135224,71,1910.790672
-0.06575,21,1923.2239
-0.289197,49,1952.572258
-0.01835,17,1962.820585
-0.14046,24,1977.039338
-0.039914,20,1988.961267
-0.039021,61,2025.145353
0.069821,24,2043.389851
-0.075197,42,2070.47406
0.074325,66,2110.375448
0.123333,24,2124.974592
-0.158005,16,2134.608157
0.026834,29,2151.883425
-0.31654,39,2175.342646
-0.052161,15,2184.436083
0.015561,24,2198.810222
0.157502,26,2214.446599
-0.127782,13,2222.312381
-0.147879,24,2236.990621
-0.010228,30,2254.903106
-0.316713,27,2270.948757
0.157253,72,2314.124127
0.035852,16,2323.64214
-0.24684,21,2336.276808
-0.151105,18,2350.89747
-0.099289,17,2361.089412
0.107443,26,2376.648231
-0.200695,38,2399.3414
0.067569,11,2405.909693
0.043679,25,2420.708704
0.02631,30,2438.476179
-0.092141,21,2452.930592
0.073023,55,2485.553359
-0.256053,19,2496.863072
-0.043527,20,2508.876649
0.148334,41,2533.520387
-0.122995,18,2544.293449
0.169975,27,2560.613157
-0.275914,36,2581.819133
0.110075,17,2592.044551
0.011383,22,2604.946508
