#{"t_start": 1654173355.628489, "env_id": "A1GymEnv-v0"}
r,l,t
-0.356473,21,13.744986
-0.278394,26,29.724341
-0.063421,41,54.475707
-0.038197,36,77.108007
-0.266035,37,99.948038
-0.221024,36,121.338959
-0.715518,99,181.276137
-0.280998,46,210.208803
-0.282024,25,224.981974
-0.734628,59,260.162339
-0.4329,29,277.87447
-0.770544,68,322.77369
-0.330967,25,337.905626
0.079298,14,346.710747
-0.419036,34,367.972332
0.063987,50,450.960669
-0.254016,65,490.010872
-0.263855,32,509.075784
-0.425852,36,530.668893
-0.119893,25,545.592786
-0.426728,52,576.693015
-0.360102,57,611.009519
-0.742421,49,641.094357
-0.516617,37,663.348352
-0.14115,26,682.930072
-0.15907,34,703.167783
-0.068596,29,720.326688
-0.037204,29,737.610962
-0.194849,40,761.66107
-0.450034,57,795.835364
-0.104432,18,806.387935
-0.062087,51,889.314307
-0.267973,46,916.650263
-0.409051,43,942.233224
-0.247031,49,972.093639
-0.195565,54,1004.902708
-0.326953,112,1075.311096
0.006493,43,1100.850122
-0.248061,43,1126.57795
-0.238576,25,1141.596497
0.044723,48,1170.190593
-0.133909,33,1189.823826
-0.268928,90,1243.932114
-0.15902,22,1285.649652
-0.148782,22,1299.550387
-0.210143,43,1326.077892
-0.017933,61,1362.092512
-0.169786,36,1387.637855
-0.216846,74,1432.08244
-0.228174,32,1451.26343
0.027106,29,1468.548647
0.137817,82,1517.537672
-0.016426,23,1531.243502
-0.027161,21,1543.667746
0.231683,48,1572.607985
-0.032718,22,1585.716083
0.027267,20,1597.775007
-0.202095,18,1608.47766
-0.079588,21,1621.34225
0.012134,17,1631.425541
-0.350596,40,1655.292392
-0.392461,35,1698.999197
-0.375952,80,1751.0374
0.02151,18,1761.938251
-0.09986,35,1782.933424
0.016012,55,1815.971684
0.087345,35,1836.930706
-0.085254,40,1861.034891
-0.050334,17,1871.415039
0.045588,38,1894.170339
-0.149998,52,1925.185371
-0.124837,26,1940.804125
0.034586,24,1955.177299
-0.080348,25,1970.038364
0.004169,26,1985.614092
0.052772,17,1995.724086
-0.118221,24,2009.999317
0.035511,31,2032.225461
-0.09251,33,2051.909932
-0.055953,36,2075.509037
-0.213745,29,2093.118535
0.19384,20,2105.213878
-0.035915,16,2114.972901
0.044778,36,2136.704182
0.131137,32,2155.689347
-0.00587,41,2180.468903
0.127683,35,2201.374037
0.008049,30,2219.569945
0.085964,68,2260.366235
0.062322,32,2279.492457
0.089771,24,2293.930572
-0.223204,35,2314.869553
-0.063498,38,2337.675779
-0.222585,26,2357.131696
-0.42329,38,2379.757733
0.118232,18,2390.521788
-0.059403,34,2410.682005
0.071254,14,2419.102033
-0.038698,18,2429.716771
0.048189,11,2436.256547
-0.092542,18,2448.910726
-0.071426,17,2458.97366
0.088749,13,2466.726277
-0.111309,18,2477.389948
-0.249762,38,2500.044619
0.098234,19,2511.457381
0.039239,13,2519.297292
0.126453,23,2533.091776
0.004127,24,2547.655274
-0.212212,20,2559.478365
-0.000404,20,2571.163583
0.240474,23,2585.067528
-0.015477,60,2620.546348
0.072507,20,2632.352942
0.075194,29,2653.478914
-0.0111,23,2667.776944
-0.311784,72,2710.70963
0.175438,28,2727.48723
0.149639,33,2747.185996
0.136384,34,2767.50889
0.054445,35,2788.357095
0.099649,29,2805.615087
-0.224187,31,2825.719949
-0.030452,30,2843.577342
-0.166945,35,2864.443937
-0.038065,27,2880.50077
0.198987,26,2895.987922
0.116102,23,2909.682865
-0.405053,43,2935.488212
-0.377282,35,2956.399682
0.081657,22,2973.609783
0.10382,26,2989.156392
0.136627,22,3002.200589
-0.04524,21,3014.74965
0.003643,57,3048.757434
0.12303,17,3058.8649
0.073972,17,3069.118994
0.307571,33,3088.874635
-0.024729,22,3101.982558
0.072347,25,3117.064108
-0.177675,34,3137.357147
0.137449,22,3150.541685
0.048042,16,3160.181453
-0.10276,15,3169.10798
0.061836,26,3184.460971
-0.157147,57,3221.548275
0.158607,26,3237.519078
0.127055,30,3256.898514
0.132252,45,3289.481805
0.236665,22,3303.307203
0.087659,44,3331.109653
0.119131,19,3344.034898
0.250117,37,3369.386299
0.052851,22,3383.743458
