#{"t_start": 1654173348.5211637, "env_id": "A1GymEnv-v0"}
r,l,t
-0.225999,21,20.358799
-0.617837,47,49.255813
-0.197532,37,71.328351
-0.233439,25,88.018921
-0.470757,63,125.584396
-0.34896,16,135.213965
-0.462008,43,161.144402
-1.011805,111,229.297133
-0.712261,67,269.257719
-0.253342,49,298.912126
-0.334947,69,344.511063
-0.285817,22,358.231634
-0.280135,44,385.670364
-0.465413,64,476.721555
-0.246532,40,500.898049
0.131252,31,519.282971
-0.359855,36,540.815458
0.060626,29,558.265439
-0.425588,68,599.010088
-0.485488,33,618.846229
-0.553176,85,670.592031
-0.150893,24,684.918372
-0.634701,48,717.546198
-0.629024,67,757.42284
-0.018255,34,778.072124
-0.289075,27,794.112771
-0.364476,22,807.145363
-0.416693,68,900.150386
-0.223427,27,916.242976
0.026161,75,961.00501
-0.221118,37,983.689463
-0.095293,13,991.345833
-0.46822,101,1055.948
-0.441619,41,1080.161003
-0.104585,48,1108.678979
0.056183,24,1123.153717
-0.308204,46,1150.608546
-0.067095,33,1170.227397
-0.216256,41,1194.726917
-0.175892,25,1210.050303
-0.184305,71,1252.34196
-0.319614,26,1296.761447
-0.165134,34,1317.840548
0.020581,13,1326.037653
-0.490954,76,1371.101689
-0.144591,49,1404.61014
0.090451,16,1414.137285
-0.027921,30,1432.077277
0.023215,14,1440.52541
-0.044921,17,1450.66465
-0.079711,18,1461.498878
-0.034506,32,1480.625001
-0.267132,56,1514.046375
-0.006509,26,1529.421469
-0.030944,16,1539.076089
-0.102566,26,1554.549862
-0.065553,29,1572.129936
-0.543562,35,1592.966218
-0.218301,40,1616.938218
0.091639,18,1627.979207
-0.138466,33,1647.627239
-0.316753,45,1697.380461
0.03035,24,1711.579121
-0.137431,48,1744.182826
-0.204821,16,1753.93412
-0.146308,17,1764.430634
-0.09999,44,1790.791726
-0.041902,12,1797.864357
-0.154515,77,1844.188232
0.100256,17,1854.384733
-0.035232,26,1870.085227
-0.190296,22,1883.511678
0.162583,26,1898.994048
0.022089,34,1919.42872
-0.005451,20,1931.177676
-0.102967,31,1949.8473
0.07959,41,1974.27695
-0.041263,27,1990.404654
-0.148438,48,2019.004505
0.104432,22,2035.898038
0.079146,31,2054.432186
-0.118569,37,2078.584059
-0.029696,26,2094.238605
0.013496,21,2106.945144
-0.078172,20,2119.154278
-0.117993,19,2130.594458
-0.02554,17,2140.881146
0.088251,17,2150.958414
-0.053396,15,2159.93881
-0.009342,34,2180.497013
0.013468,24,2194.943299
0.011524,43,2220.654901
-0.065582,32,2240.263203
0.004435,53,2271.801482
-0.151582,60,2307.700245
-0.182486,26,2323.290165
-0.179355,20,2335.266107
0.050021,18,2349.988634
-0.03124,24,2364.384239
0.298054,60,2400.177274
0.085987,37,2422.138593
-0.138337,34,2442.312327
-0.089178,23,2457.950649
-0.088318,20,2469.818388
-0.314791,20,2481.675259
-0.192958,28,2498.294495
0.023018,17,2508.517871
0.096618,24,2522.953821
0.147681,21,2535.529191
-0.008833,28,2552.465609
-0.197525,26,2567.838625
0.070427,13,2575.508512
-0.036736,55,2608.164061
-0.027007,42,2633.073864
0.20621,28,2649.685599
0.111455,25,2669.010908
0.034818,13,2676.812158
-0.085829,20,2688.771007
0.191753,39,2711.9758
0.135956,26,2727.577143
0.110061,34,2747.92998
0.001532,17,2758.030544
0.030929,44,2784.307841
0.183675,45,2811.037561
0.036487,15,2820.14115
0.198688,28,2838.407425
-0.153845,34,2858.594224
-0.016977,20,2870.484778
-0.091196,41,2894.915795
0.114452,21,2907.356452
0.03817,28,2924.152443
0.060897,30,2942.182198
0.097595,38,2964.845657
-0.07928,22,2982.00722
0.134629,19,2993.371035
0.101372,21,3005.91976
-0.466956,40,3029.767026
0.037757,16,3039.334224
-0.033277,14,3047.629129
0.013607,27,3063.721373
-0.112354,36,3085.283318
0.100601,38,3108.03315
0.099367,18,3118.846145
0.034059,19,3130.287909
0.035238,27,3146.316232
-0.122481,26,3162.000132
-0.049435,10,3168.019231
-0.232065,26,3183.416458
0.14226,23,3197.131041
0.14914,35,3221.12851
-0.051165,34,3241.562124
0.063143,14,3250.612339
0.186463,26,3267.352049
-0.070622,13,3275.36757
0.267326,75,3326.804076
0.170066,27,3344.470974
0.012237,43,3373.71251
0.02027,13,3382.684805
-0.010965,19,3394.671342
0.068767,26,3410.549178
-0.052925,24,3425.523505
-0.0531,30,3445.031385
0.11342,28,3462.326863
0.10019,33,3482.577024
0.16649,19,3494.252521
-0.02647,15,3503.323246
0.051449,52,3535.204786
0.156743,30,3553.580498
0.235317,34,3574.645517
-0.30773,30,3593.276756
0.103743,44,3625.838969
0.021356,51,3657.110237
-0.110233,26,3673.227858
0.267749,19,3684.948498
0.064192,33,3705.072565
-0.045943,14,3713.626308
-0.097469,13,3721.48335
-0.082012,32,3741.217122
0.058434,21,3754.006274
0.350186,37,3776.644615
0.266926,37,3799.375098
0.158097,14,3807.908109
0.043294,32,3827.367899
0.16168,23,3841.285141
-0.116261,32,3861.011119
0.150362,14,3869.62485
0.127076,26,3885.290403
0.050245,11,3892.083747
0.015249,43,3918.298183
-0.023608,21,3934.979888
-0.059595,30,3953.92309
0.067908,15,3963.379188
0.145765,23,3977.467261
0.090978,25,3993.542726
0.299186,35,4018.282072
0.107094,21,4031.142658
-0.079919,20,4043.351075
0.044921,18,4054.456191
0.178001,28,4071.707927
0.216156,24,4086.1137
-0.030913,22,4099.66245
0.175365,19,4111.301692
0.200227,32,4130.950114
0.044918,34,4151.745912
0.147692,32,4171.36902
0.056679,28,4188.369776
0.386684,44,4214.772351
0.323762,37,4236.816999
0.102055,23,4254.576663
0.153323,29,4271.766244
0.161385,18,4282.394677
0.039077,18,4293.073131
0.111664,22,4305.963132
0.366703,41,4330.217097
0.018597,20,4342.135183
0.08954,61,4378.116257
0.388131,37,4402.051394
0.107966,54,4433.954002
0.123211,21,4446.246756
0.176521,14,4454.389982
0.160793,33,4473.814054
0.119822,21,4486.543703
0.018355,20,4498.59936
0.081024,20,4510.72731
0.15533,32,4529.712698
0.167956,18,4540.407525
0.180597,31,4562.646283
-0.092779,20,4574.624885
0.445626,111,4641.21008
0.286545,36,4662.81243
0.13804,22,4676.156599
0.451699,55,4709.948364
0.018752,14,4718.433068
0.021008,23,4732.435656
0.299503,32,4751.816149
0.193036,38,4776.411606
0.082664,33,4796.31111
0.096867,21,4809.184587
0.033254,17,4819.526714
0.324028,29,4837.120985
0.054472,14,4845.664272
0.128879,13,4853.681459
0.466039,47,4886.086429
0.062495,31,4904.91304
0.220538,42,4930.455661
0.197484,17,4940.73586
0.28185,31,4959.667226
0.2396,18,4970.640311
0.208594,28,4987.88761
0.322963,45,5015.231553
0.164147,20,5027.408099
0.266321,23,5041.330542
0.04366,24,5055.852277
0.134427,24,5070.328276
-0.083184,27,5086.586257
0.299826,36,5108.427524
0.329132,40,5132.917351
0.172575,20,5145.069999
-0.209162,27,5162.711025
0.138185,18,5173.767176
0.24132,28,5195.567513
0.209592,39,5219.277098
0.191032,38,5242.432425
0.295353,20,5254.701783
0.299313,57,5289.118002
0.105829,30,5307.382282
