#{"t_start": 1654173351.2434614, "env_id": "A1GymEnv-v0"}
r,l,t
-0.144063,17,15.476069
-0.667514,56,49.704086
-0.342424,37,71.762038
-0.177605,26,89.138724
-0.576147,55,121.863455
-0.364446,20,133.98786
-0.492038,22,147.310714
-0.505033,59,182.992945
-0.480222,31,201.695244
-0.666403,50,232.679402
-0.789201,41,257.036809
-0.533889,55,290.289628
-0.378841,44,320.853903
-0.480911,71,364.66134
-0.383746,44,444.230119
-0.181247,36,465.747415
-0.394355,62,503.078305
-1.418131,72,546.080444
-0.015021,28,562.790154
-0.326265,35,583.764907
-0.140411,14,592.315157
-0.560645,52,623.487351
-0.142447,37,646.446463
-0.11609,16,656.07292
-0.474857,77,706.105587
-0.242284,28,722.709745
-0.569977,81,771.178623
-0.125504,48,799.91978
-0.301331,27,815.796871
-0.838338,122,941.014105
-0.246381,34,961.557103
-0.277476,52,993.143416
-0.507802,38,1016.230379
-1.287807,72,1062.890719
-0.031823,17,1072.919834
0.069473,74,1116.976701
-0.115708,25,1131.899196
-0.232927,22,1145.108819
-0.178293,24,1159.394425
-0.320448,76,1205.006542
-0.133352,35,1226.123242
-0.20841,55,1287.3815
-0.179816,53,1320.303306
-0.31194,42,1345.476272
-0.183571,43,1370.923934
-0.048415,50,1405.087894
-0.020137,25,1419.959582
-0.269024,35,1441.016277
-0.291321,37,1463.100548
-0.590417,46,1490.561034
-0.150027,22,1503.706962
-0.198794,40,1527.479774
-0.001652,22,1540.587034
-0.177499,22,1553.826287
-0.183055,32,1573.133075
-0.089722,30,1591.081491
-0.198708,30,1609.063973
-0.124534,11,1615.649821
0.00717,35,1636.737224
-0.312703,22,1649.840744
-0.217025,30,1690.671641
0.128785,37,1712.61356
-0.002118,26,1732.080045
0.035785,17,1742.265059
-0.251872,22,1755.79072
0.292317,52,1787.041585
-0.377337,29,1804.35435
-0.05942,39,1827.825823
-0.169713,22,1841.008315
-0.216072,29,1858.400556
0.016141,29,1876.114181
-0.163817,48,1904.881174
-0.164839,49,1934.145391
-0.094234,24,1948.474883
0.157133,40,1972.334101
-0.071938,29,1989.715657
-0.066205,15,1998.592646
-0.138157,21,2011.157353
0.169495,31,2033.371243
0.083688,32,2052.493134
0.033868,38,2077.20446
-0.007238,43,2103.17891
-0.022601,27,2119.686771
-0.100839,29,2137.114431
0.192863,39,2160.461284
-0.031034,15,2169.444014
-0.173708,31,2188.187341
0.164017,36,2209.802397
0.184156,40,2234.111708
-0.002774,22,2247.222781
-0.062477,28,2263.826616
-0.097643,24,2278.211427
0.132801,26,2293.870116
-0.076451,24,2308.157277
-0.197008,23,2321.918825
-0.187456,47,2354.042849
-0.114689,27,2370.23729
-0.216251,25,2385.050055
0.052832,40,2408.846153
0.021266,36,2430.372354
0.076915,34,2452.416802
-0.372519,83,2501.755853
-0.144812,18,2512.579628
-0.157423,49,2542.008654
0.076157,34,2562.402833
0.113652,28,2578.882528
0.034687,34,2599.137961
-0.04527,28,2615.814464
-0.031563,34,2635.905351
-0.187744,32,2658.875266
-0.020485,31,2677.923014
0.077322,29,2695.155974
-0.041502,19,2706.401796
0.148368,15,2715.412914
0.044187,16,2725.052455
-0.282966,28,2741.801571
-0.09117,15,2750.725825
-0.068727,39,2773.993706
0.080627,15,2782.989227
0.15646,21,2795.405139
0.017276,20,2807.258038
0.138787,29,2826.187779
0.103736,16,2835.891821
-0.129094,18,2846.506465
0.011098,13,2854.308532
