#{"t_start": 1654173351.6615996, "env_id": "A1GymEnv-v0"}
r,l,t
-0.283892,31,23.637216
-0.364408,51,54.73147
-0.217304,22,67.775317
-0.538992,44,96.018782
-0.488249,56,129.206575
-0.598695,54,161.867882
-0.511335,85,214.53335
-0.148146,19,225.762626
-0.206704,23,239.357705
-0.471432,50,269.426745
-0.056602,36,291.134829
-0.363082,35,312.376408
-0.120725,15,325.24331
-0.193449,27,341.602698
-0.090928,17,352.249241
-0.548711,53,385.326586
-0.353764,66,477.371663
-0.173679,22,490.629378
-0.506011,44,516.964039
-0.249851,45,543.888302
-0.587904,58,578.603603
-0.20483,54,611.128223
-0.102526,30,629.296488
-0.148635,24,644.13381
-0.528059,84,698.547102
-0.486951,48,727.054252
-0.151184,23,740.747371
-0.642235,102,801.882384
-0.031493,39,877.664743
-0.213275,44,903.780383
0.076842,43,929.343827
-0.575939,96,987.216741
0.194792,60,1023.576986
-0.11808,40,1051.226306
-0.242861,49,1080.256958
-0.386796,39,1103.330713
-0.243965,32,1122.611499
-0.007637,19,1133.837812
-0.090939,38,1156.652843
-0.412817,40,1180.388402
-0.01073,35,1201.500276
-0.238147,17,1211.897501
-0.199818,30,1229.926049
-0.071829,42,1283.432999
-0.78924,61,1321.340138
-0.094316,38,1343.904839
-0.272357,27,1359.844705
0.022854,38,1382.480644
-0.009226,13,1394.414577
-0.322584,31,1412.988833
-0.101309,34,1433.369296
-3.4e-05,18,1444.187029
-0.131175,25,1459.209394
-0.428882,73,1502.713677
-0.136575,62,1539.606329
-0.040616,23,1553.450729
-0.382694,59,1588.851859
0.026006,43,1614.651341
-0.353477,29,1632.163833
0.044853,47,1683.077401
-0.092829,25,1698.057115
-0.150035,23,1711.614727
0.093272,26,1731.088681
-0.206573,51,1762.103443
-0.177037,29,1779.543628
0.108822,22,1792.608236
0.005522,44,1819.090303
-0.045396,23,1832.838041
-0.261708,22,1845.98983
-0.071739,22,1859.235266
-0.075938,15,1868.426123
0.081601,29,1885.936431
-0.291837,47,1914.138979
-0.06981,22,1927.041558
-0.026931,62,1964.25881
0.176412,20,1976.22648
-0.134061,17,1986.279215
-0.41197,33,2006.051544
0.050278,33,2025.500728
-0.093096,25,2044.265727
-0.009528,58,2081.024449
0.031557,18,2091.924546
-0.121538,35,2113.190326
-0.078598,13,2121.06198
0.022867,22,2134.331201
-0.064729,21,2146.796391
0.082763,17,2157.009395
0.045664,30,2175.054753
-0.078891,22,2188.424087
0.308556,67,2228.896373
0.031119,50,2258.735966
-0.191762,69,2300.007915
0.048784,13,2307.780661
0.018812,23,2321.539058
0.032355,14,2329.876067
0.023565,29,2351.208227
0.127907,40,2375.151033
0.031557,12,2382.291447
0.091563,21,2394.826624
-0.064402,21,2407.288183
0.071255,19,2418.623646
-0.106265,12,2425.846203
-0.022129,14,2434.027836
-0.146316,23,2449.680508
0.099607,21,2462.08772
0.066144,24,2476.388762
-0.342361,50,2506.211098
0.037366,25,2521.2144
0.444769,49,2550.753867
0.119416,21,2563.186268
-0.069893,20,2574.870082
0.048315,32,2594.134914
0.072444,43,2619.543104
0.04411,16,2629.009525
4.8e-05,17,2639.069248
0.110655,21,2651.563716
0.225504,20,2667.945825
0.042976,15,2676.936669
0.067265,36,2698.290956
0.082352,27,2714.405716
-0.017176,13,2722.148873
-0.057271,22,2735.486135
-0.154351,46,2762.777036
0.292523,51,2793.251417
0.072176,17,2803.202528
0.022042,66,2844.325235
-0.086318,27,2860.431931
-0.097932,16,2869.980284
-0.105806,51,2900.29181
-0.049898,29,2917.657451
0.057082,46,2945.163717
0.09444,15,2954.175329
0.097965,18,2968.91222
-0.117686,20,2980.913174
0.043602,12,2987.993193
0.058362,38,3010.651029
0.235774,17,3020.840999
-0.141488,44,3047.096529
-0.166644,28,3063.809435
0.145345,27,3079.971156
0.057213,34,3100.34292
0.082483,38,3123.178313
0.059644,15,3132.155287
-0.165822,33,3151.956252
0.188128,35,3172.821092
0.126023,15,3181.704837
0.069095,15,3190.672076
0.08506,29,3210.613081
0.022953,20,3222.887698
0.113943,21,3235.570772
0.098338,38,3259.955391
0.103741,27,3276.762737
-0.061323,12,3288.918611
0.064204,28,3306.423018
-0.137436,47,3336.163382
0.231691,56,3374.507107
-0.122196,42,3400.902944
0.304744,36,3423.249097
0.100898,18,3435.306798
-0.00035,19,3447.121601
0.137233,22,3460.663384
-0.049834,23,3474.740015
0.055988,20,3486.962763
-0.033764,35,3508.162131
-0.003993,34,3529.223127
0.019898,23,3543.298546
-0.057583,16,3553.196237
0.186941,37,3576.127553
0.124514,26,3592.182604
0.086486,20,3605.666045
0.09354,16,3619.852024
0.261772,57,3654.784799
-0.211021,20,3667.09328
0.058391,16,3677.104406
0.257186,38,3700.347236
0.005749,37,3722.874714
0.18741,36,3744.902684
0.095153,15,3754.134864
0.158123,33,3774.304444
0.10607,16,3784.15359
0.050491,30,3802.570442
0.159977,24,3817.110194
-0.102606,23,3831.124646
0.022157,19,3842.780621
0.145682,33,3862.988024
-0.064422,27,3879.309593
0.12864,39,3903.190573
-0.360387,24,3917.863778
0.033302,17,3932.064153
0.06883,28,3949.542926
0.098518,26,3966.007006
0.175238,27,3982.527828
0.211414,26,4002.400707
0.248719,28,4019.663564
0.292856,24,4034.347719
0.387003,37,4057.086304
0.052729,22,4070.504373
0.199243,41,4095.513808
0.196523,32,4115.160909
0.226821,18,4126.195001
-0.175465,21,4139.061099
0.133359,38,4162.300663
0.20008,48,4191.384501
0.032958,35,4212.413666
0.221212,46,4239.748063
0.141624,23,4257.675846
-0.337728,25,4272.336617
0.12611,27,4288.379152
0.066085,38,4310.697707
0.041631,19,4322.019483
0.010735,10,4327.917473
0.225707,23,4341.616088
0.083515,61,4377.586863
0.110157,21,4391.965238
-0.195306,28,4408.599794
0.46836,49,4437.450452
0.103449,26,4452.649439
-0.000899,26,4467.99588
0.352914,39,4491.601607
0.216331,21,4503.986838
0.146546,49,4533.298059
0.084322,36,4554.687033
-0.046355,42,4583.742668
0.262569,29,4600.922264
0.129256,27,4617.245917
0.192579,35,4638.282942
0.120801,23,4652.175754
0.093069,15,4661.150501
-0.061305,40,4685.375776
0.180467,23,4699.588024
0.026549,34,4720.435248
0.216137,30,4738.605874
0.364988,39,4763.70252
0.238759,20,4775.870373
0.020258,23,4789.75546
0.203191,25,4805.036046
-0.128666,15,4814.221923
0.070061,37,4836.690042
0.266673,40,4861.064365
0.305689,71,4908.168138
0.236859,66,4948.265313
0.194776,16,4957.9064
0.096735,23,4972.061715
0.128824,19,4983.719312
0.567745,64,5022.690245
0.137034,22,5035.91595
0.232316,59,5071.552479
0.161344,110,5138.524276
-0.071135,20,5151.860637
0.096101,30,5170.24479
0.042706,40,5199.20838
0.095982,23,5213.289882
0.122674,29,5230.925226
0.109622,27,5247.505357
0.478626,46,5275.274132
0.332075,42,5300.747968
0.624082,81,5350.256054
0.201121,40,5374.557982
0.153173,40,5399.305114
0.359864,72,5443.137794
0.365853,37,5465.468029
0.097317,19,5476.960877
-0.004265,37,5499.310801
0.338354,52,5534.339961
0.546696,49,5566.344494
0.434093,58,5601.207764
0.076637,34,5622.147554
0.683096,46,5650.487485
0.087476,15,5660.790397
0.193764,32,5680.136959
0.251488,27,5696.616531
0.228988,23,5710.524244
0.502115,68,5751.834437
0.084335,60,5787.986728
0.102997,39,5811.588402
0.16716,29,5833.332887
0.130891,22,5846.63009
0.251516,53,5878.753415
-0.014704,44,5905.391989
0.190411,17,5915.774853
0.136395,35,5940.07844
0.189673,18,5950.97832
0.559327,71,5993.979826
0.076747,30,6012.037367
0.285493,55,6044.892758
0.134352,17,6055.383544
0.109999,18,6066.286003
0.212054,36,6088.053146
0.129556,40,6112.32612
-0.01607,16,6121.941132
0.384729,98,6185.029334
1.155189,184,6295.983603
0.589751,76,6346.606737
1.017476,111,6413.085234
0.470238,49,6442.660285
0.092043,18,6453.431207
0.728564,123,6530.683079
0.156594,27,6546.944154
0.966604,136,6628.871304
0.264095,27,6644.988904
0.625498,77,6700.820771
0.187418,38,6723.560472
0.468401,54,6755.820989
1.392321,153,6852.895263
0.344633,71,6896.744128
0.725131,58,6932.262775
0.583573,125,7006.243004
0.636014,76,7052.538203
0.266379,73,7107.82539
2.259937,285,7277.591358
0.990045,84,7328.978161
0.695005,67,7370.146445
3.396815,409,7668.893421
1.268411,221,7808.859617
3.431911,463,8129.845098
3.437764,418,8424.093869
9.121557,884,9010.348945
0.442413,44,9036.653366
5.954761,649,9484.566679
5.882312,705,9970.552045
12.865012,1000,10676.268778
6.500789,454,11002.790388
12.504015,1000,11656.66854
10.52209,1000,12365.06779
10.753793,733,12854.645024
8.329235,1000,13556.491934
12.54949,1000,14207.342349
13.388092,1000,14914.296767
12.050785,1000,15568.580756
12.060422,1000,16271.799551
10.411469,1000,16976.492473
12.989103,1000,17628.975798
13.097983,1000,18333.046213
16.495522,1000,18984.729803
13.046904,1000,19681.344451
14.052592,1000,20383.59542
11.680599,1000,21036.32022
17.461713,1000,21740.876619
1.618547,302,21924.510221
17.994341,1000,22635.597219
18.807344,1000,23292.095803
24.619411,1000,23998.54177
20.509032,1000,24701.99322
19.206243,1000,25350.264122
16.328,1000,26049.448556
15.506498,1000,26704.151778
20.719249,1000,27419.241022
17.506667,1000,28125.59646
17.830756,1000,28781.556365
2.009771,128,28860.812801
17.469551,1000,29562.025544
20.833671,1000,30258.406263
23.602411,1000,30902.747602
18.242705,1000,31601.38296
21.397957,1000,32242.375223
18.240263,1000,32941.283528
21.113847,1000,33638.775224
21.247276,1000,34282.680136
