#{"t_start": 1654173348.3847153, "env_id": "A1GymEnv-v0"}
r,l,t
-0.182837,30,26.036493
0.024584,52,57.783634
-0.167056,32,77.072841
-0.389757,36,100.298598
-0.487741,28,116.842629
-0.241934,19,128.095371
-0.148898,14,136.610855
-0.771874,51,167.380423
-0.328043,90,222.998105
-0.65754,42,247.772612
-0.293239,20,259.673562
-0.30988,25,274.899475
-0.266584,27,291.222208
-0.136468,20,303.309291
-0.184442,24,317.861128
-0.626636,40,345.869267
-0.541074,38,369.858131
-0.215995,82,472.068397
-0.301954,42,497.398533
-0.543689,46,524.797133
-0.599097,55,557.784188
-0.597716,53,589.479775
-0.41633,41,614.141352
-0.093276,34,634.73185
-0.170485,21,647.83668
-0.167427,27,664.156592
-0.055116,73,711.723393
-0.160244,42,736.673106
-0.750911,106,800.201744
-0.025875,22,813.154943
-0.033153,23,879.506579
-0.070329,27,895.481184
-0.204797,42,920.546357
-0.306831,38,943.103463
-0.052707,26,958.670876
-0.164501,47,987.441416
-0.477932,91,1042.059945
-0.119994,31,1064.392999
-0.199405,46,1091.649708
-0.011811,26,1107.014904
-0.085409,32,1126.284296
-0.10683,54,1158.51356
-0.083031,25,1173.33752
-0.063984,33,1193.004517
-0.03214,26,1208.888665
-0.100589,33,1228.777861
-0.382393,59,1292.42545
-0.247627,30,1311.225953
-0.280181,27,1328.024359
-0.089361,59,1362.894809
-0.004738,34,1383.14163
-0.135544,19,1398.704428
-0.737811,43,1424.433297
-0.013946,16,1434.039413
0.061062,20,1446.12964
0.284741,43,1471.704397
0.016995,24,1486.157387
-0.240947,35,1506.94432
0.02911,19,1518.383933
-0.151501,28,1535.04202
-0.113404,50,1564.856503
-0.132977,27,1581.187185
-0.624479,58,1615.855346
-0.266829,59,1651.333517
-0.340992,30,1692.200029
-0.126525,59,1731.109504
0.095065,51,1762.225508
-0.081886,39,1785.570885
0.010975,37,1807.605707
-0.037155,25,1822.766244
-0.027918,29,1840.050583
0.021597,40,1864.119544
-0.069855,29,1881.770373
0.039348,51,1912.390024
-0.215921,46,1939.820921
-0.009331,20,1951.752005
-0.094849,59,1986.991591
-0.13814,69,2027.937246
-0.007292,32,2050.908277
0.325761,40,2076.836282
-0.227247,30,2094.967765
0.056406,44,2121.715469
-0.223702,33,2141.625247
0.052475,35,2162.438032
-0.015934,18,2173.308333
-0.137212,28,2190.217914
0.002062,57,2224.476189
0.145891,25,2239.784512
-0.029593,36,2261.200458
0.006983,28,2277.935576
-0.076034,38,2300.66795
-0.045637,16,2310.228808
0.044892,33,2329.962705
0.157642,30,2351.898025
-0.167635,27,2368.078823
-0.146143,49,2397.247836
0.115109,27,2413.274588
0.045413,22,2426.474279
0.137509,44,2454.504673
0.023047,31,2472.869869
0.039421,37,2494.903325
-0.285425,39,2518.22501
-0.115937,32,2537.411732
-0.069265,59,2572.700433
0.057105,24,2586.99047
0.027274,22,2600.083459
0.02482,11,2606.467863
0.040202,17,2616.621893
-0.085919,31,2635.017486
-0.153077,21,2647.470474
0.144355,42,2676.930751
-0.006685,17,2687.113961
0.439843,79,2734.262559
0.204461,30,2752.19382
0.134707,23,2765.827271
0.314215,67,2805.642267
-0.05225,81,2855.759521
0.095279,17,2865.853207
-0.060079,25,2880.805225
0.238982,30,2898.596625
0.307464,21,2911.044777
-0.082595,19,2922.531075
0.212348,60,2958.393507
-0.066604,18,2973.184967
0.144466,23,2986.875259
-0.059693,31,3005.458441
-0.122564,46,3032.88375
-0.067007,27,3049.003964
0.281887,40,3072.897147
-0.049363,36,3094.377141
-0.068363,28,3111.130831
0.052883,21,3123.83957
0.049981,77,3169.958618
0.203879,20,3181.733557
0.147597,27,3197.835365
0.217114,43,3226.561471
0.029303,22,3239.830512
0.112876,42,3266.80364
0.000328,18,3277.967793
0.023939,17,3293.179894
0.007918,29,3311.286932
0.235586,25,3326.921675
0.092793,54,3362.278403
0.101065,35,3386.686742
0.087778,20,3399.081257
0.010276,28,3416.054673
-0.10128,30,3435.769526
-0.096384,15,3445.148984
-0.056522,14,3453.860812
0.410227,77,3501.004555
0.180491,23,3514.917766
0.116381,12,3522.255993
0.215915,69,3564.835475
0.180453,24,3579.807153
-0.156845,17,3590.328657
0.156049,27,3608.068693
0.000948,27,3629.095376
0.272602,29,3646.762913
0.044674,32,3666.466424
0.142462,22,3680.157157
-0.221222,39,3704.014214
0.147848,35,3725.291347
0.191069,22,3738.896502
0.040621,18,3749.83776
0.250389,24,3764.551827
-0.00799,22,3777.967847
0.198755,17,3788.437072
0.107193,12,3795.807559
0.092075,24,3810.421275
0.119262,28,3827.48614
0.122297,17,3837.727459
0.445015,48,3867.254551
0.106967,20,3879.417006
-0.054255,15,3888.503486
-0.072897,27,3904.943783
0.180622,29,3922.732069
-0.103465,19,3938.161737
-0.096924,25,3954.04001
0.362063,33,3974.546696
0.044663,76,4025.193516
0.047399,13,4033.083597
-0.065925,27,4049.58632
0.374408,63,4088.127191
0.107099,14,4096.778699
0.138408,23,4110.81766
0.101225,57,4145.800537
0.193788,17,4156.16916
-0.072419,22,4169.652825
0.019942,73,4213.707194
0.181408,56,4247.059504
0.169329,32,4270.157253
0.123054,17,4280.180891
-0.05479,23,4293.757735
0.158741,17,4303.658118
-0.019192,25,4318.541612
0.133845,26,4333.919624
0.117175,44,4359.92201
0.175781,29,4377.067886
-0.013537,30,4396.799838
0.16499,24,4411.034418
0.030914,18,4421.633676
-0.05871,52,4452.242774
0.576521,53,4483.565946
0.052835,51,4514.406178
0.27815,38,4536.962311
0.151266,16,4546.450634
-0.036883,36,4571.706142
0.205206,32,4590.927867
0.261347,39,4614.20709
0.022761,27,4630.410183
0.118951,36,4652.207531
0.271347,24,4666.553959
0.109531,31,4685.411395
0.6123,60,4722.254537
0.009546,52,4753.837883
0.125425,14,4762.373825
0.381356,40,4787.949284
0.202634,28,4805.070582
0.133742,39,4828.799775
0.127999,30,4847.041079
0.272252,23,4861.079138
0.141221,22,4878.432366
-0.001408,23,4892.301057
0.249969,27,4908.732686
0.098915,19,4920.156647
0.030301,17,4930.5689
0.098506,22,4943.973798
0.321498,45,4971.416593
0.083375,40,4995.88393
0.282328,60,5032.378882
0.172451,15,5041.446602
0.051929,23,5055.374272
0.208979,33,5075.204154
0.104442,15,5084.280918
0.123494,27,5100.76302
0.080076,16,5110.375648
0.042613,18,5121.494236
0.285187,27,5137.963734
0.13253,14,5146.437719
-0.058631,34,5168.380609
0.281289,26,5184.82323
0.122128,42,5214.483545
0.459975,40,5238.862479
0.118905,23,5252.989797
0.586188,72,5296.595996
0.208498,18,5307.492279
0.229101,27,5323.806514
0.233189,47,5352.660816
0.084689,14,5361.298157
0.401382,56,5395.377929
0.068078,32,5415.214923
0.110439,18,5426.194743
0.07644,19,5437.722049
0.138336,21,5450.398253
0.497922,49,5480.016011
0.128944,49,5513.640573
0.208149,25,5528.51106
0.401966,44,5557.292049
0.261916,25,5572.407782
0.187573,25,5587.560104
0.538257,69,5629.430052
0.20661,55,5664.469759
0.545774,39,5688.140692
0.409816,67,5728.788982
0.293352,63,5767.105709
0.241071,28,5783.926804
0.338584,46,5811.611593
0.263111,21,5824.373327
0.296014,35,5849.655814
0.162506,46,5877.624688
0.062445,43,5903.620281
0.240897,40,5931.057556
0.248945,59,5966.632476
0.004082,46,5994.632789
0.21643,16,6004.253917
0.420713,89,6057.759075
0.100205,33,6077.824356
0.403855,49,6107.473265
0.329457,30,6125.58355
0.491971,77,6176.107615
1.131228,68,6216.961809
0.360528,54,6249.458424
0.29262,42,6274.903575
0.99568,116,6349.66121
0.496434,39,6373.027179
0.446904,63,6410.721768
0.305515,58,6445.719438
0.447291,73,6493.202047
1.608007,224,6627.751561
0.643655,81,6676.241899
0.452587,51,6716.396306
0.684399,83,6765.995512
0.52909,91,6825.084175
0.787841,91,6880.723907
2.229317,187,6993.815187
0.942662,141,7079.092109
1.337993,127,7166.296362
0.295673,36,7188.039397
1.847466,197,7305.704413
2.813,424,7615.170192
2.503352,398,7861.897736
4.791876,351,8110.824958
1.132643,92,8169.760452
9.101939,1000,8871.749411
7.9844,1000,9531.798444
4.477788,435,9843.31673
10.472878,870,10424.619215
12.652864,1000,11131.63521
10.197842,1000,11838.830152
1.824298,141,11923.343966
12.518272,1000,12576.246806
12.711529,1000,13279.893971
11.017836,1000,13983.246296
9.469194,1000,14633.502453
0.266459,47,14660.978503
11.993075,1000,15370.685286
9.863828,1000,16022.421499
16.22538,1000,16726.80088
13.799081,1000,17430.659465
17.822702,1000,18083.085362
12.396769,1000,18786.902101
13.176171,1000,19436.346714
16.119599,1000,20138.150837
17.237086,1000,20840.562411
16.649982,1000,21494.837159
15.153731,1000,22203.641487
15.051844,1000,22861.25459
11.080999,681,23375.527531
16.897186,1000,24029.383302
19.457364,1000,24732.790822
19.870203,1000,25380.98324
17.771992,1000,26080.065175
18.002172,1000,26787.865481
16.491422,1000,27450.029396
18.959148,1000,28158.621654
17.185787,1000,28816.492689
23.098652,1000,29517.710861
22.92476,1000,30210.365091
20.879782,1000,30853.745124
24.027263,1000,31553.094412
22.657249,1000,32197.77212
23.50391,1000,32896.753912
18.940707,1000,33593.627348
14.390246,691,34057.180926
18.921306,1000,34702.441112
22.613433,1000,35393.44742
19.829216,1000,36037.028597
19.096653,1000,36734.642253
8.147297,567,37125.463468
21.490439,1000,37815.669215
19.297112,1000,38460.718414
18.143004,1000,39155.975015
23.674822,1000,39799.98562
19.683921,1000,40496.891904
23.045172,1000,41192.580892
22.321339,1000,41836.581007
