#{"t_start": 1654173351.3803859, "env_id": "A1GymEnv-v0"}
r,l,t
-0.627986,64,44.167613
-0.248887,27,60.255531
-0.455435,76,107.5178
-0.2026,40,131.325852
-0.39515,33,151.390392
-0.178982,35,172.686211
-0.945763,75,218.974992
-1.029677,125,293.841846
-0.033345,31,312.62733
-0.288319,57,351.297945
-0.35259,39,375.668588
-0.164257,15,385.029022
-0.975584,67,477.625242
-0.341113,44,504.174461
-0.243215,39,527.393555
-0.268571,29,544.777448
-0.721315,47,572.772081
-0.151421,39,596.346297
0.065128,27,612.599785
0.026882,22,625.849445
0.03572,27,642.532262
-0.540153,56,676.264172
-0.178015,23,694.108213
-0.096343,48,722.590899
-0.384116,42,747.579708
-0.312741,41,772.231999
0.057707,41,796.791821
-0.315502,42,874.314118
-0.088103,14,882.621794
-0.234134,32,901.653626
-0.133553,47,929.597581
-0.380794,38,952.160968
-0.059788,51,983.443256
-0.280764,43,1009.532564
-0.219524,47,1037.53784
0.062623,25,1056.317651
-0.212843,51,1086.506714
-0.374391,51,1116.857334
-0.181049,46,1144.353372
0.00966,19,1155.732512
-0.309305,37,1177.653313
0.065865,58,1212.79206
-0.138854,23,1226.594212
0.06359,48,1283.68579
-0.008353,20,1296.089539
-0.570379,24,1310.800928
-0.080082,12,1318.35173
-0.272605,28,1335.366975
-0.089523,16,1344.731827
0.04105,30,1362.445321
-0.671856,63,1404.35417
-0.312436,43,1430.02635
0.030378,18,1440.899751
-0.148166,19,1452.228444
-0.014902,11,1458.855652
-0.133854,44,1485.111403
-0.130963,22,1498.232345
-0.09366,40,1522.113869
-0.020228,14,1530.421368
-0.105973,37,1552.51675
0.109062,30,1570.643427
-0.325296,35,1591.550729
0.033855,60,1627.690706
-0.009029,22,1640.748743
-0.026226,38,1686.342771
0.06087,20,1698.307963
-0.124788,28,1714.850377
0.055388,21,1731.344136
-0.135066,34,1751.897231
0.160526,67,1792.284242
0.046434,30,1810.283401
-0.027072,19,1821.715419
-0.159877,31,1840.253998
-0.005515,14,1848.647531
0.028859,25,1863.783957
-0.111153,14,1872.332426
-0.384213,46,1899.972634
-0.049901,20,1911.986573
-0.04602,100,1971.61532
-0.10293,59,2006.903882
-0.207186,36,2028.180665
-0.060901,25,2046.970711
-0.296505,46,2076.497057
0.002524,30,2094.615455
0.063629,20,2106.749651
0.094398,21,2119.571227
-0.154505,20,2131.611705
-0.124766,25,2146.447094
-0.126812,30,2164.500053
-0.11835,20,2176.542338
-0.187045,25,2191.661769
-0.086707,28,2208.431424
0.025237,29,2226.124074
-0.011339,35,2247.105421
0.038168,18,2257.784171
-0.163384,22,2270.921347
-0.100139,29,2288.27793
-0.172126,38,2311.077863
-0.091919,20,2323.026519
-0.035165,14,2331.391276
0.070117,39,2358.696018
-0.157199,24,2373.051691
0.046847,10,2378.949487
-0.057575,32,2398.139017
-0.135496,19,2409.329366
-0.157877,29,2426.715024
0.219167,27,2442.611862
-0.110309,19,2455.867124
-0.040928,33,2475.410458
0.003146,37,2497.425647
0.025468,30,2515.45052
0.18196,51,2546.101055
-0.05012,31,2564.614605
-0.187633,24,2578.764126
-0.007013,20,2590.836167
0.23228,30,2608.448349
0.015392,14,2616.815585
-0.017825,15,2625.725129
0.094654,17,2635.787908
0.009403,32,2658.762172
0.076655,18,2670.048698
0.048016,15,2679.039007
0.090508,35,2699.761852
0.086068,36,2721.225423
-0.065871,52,2752.377297
0.013956,17,2762.438807
0.165753,52,2793.505703
-0.091702,25,2808.393791
0.101584,21,2821.049065
-0.219232,19,2833.950835
-0.015303,23,2847.557196
-0.328496,16,2857.088063
0.033915,14,2865.444695
-0.107882,11,2872.081084
-0.08028,37,2894.050061
0.058373,24,2908.277041
-0.067917,15,2917.285044
-0.332015,39,2940.655584
-0.386051,38,2963.388271
-0.438213,47,2995.557859
0.142693,48,3024.127057
0.24325,25,3039.097729
-0.006651,22,3052.106411
-0.066087,18,3062.844094
