#{"t_start": 1654173348.2410192, "env_id": "A1GymEnv-v0"}
r,l,t
-0.162155,30,26.154696
-0.330832,29,44.078637
-0.591686,90,99.834619
-0.459433,58,134.222704
-0.303103,57,168.75586
-0.561634,100,230.122063
-0.513097,50,259.798642
-1.096745,86,311.828554
-0.274668,23,329.678846
-0.59252,53,362.399127
-0.319224,27,379.206176
-0.084787,26,447.651229
-0.284413,16,457.236637
-0.402643,60,493.209779
-0.762124,68,534.001399
-0.215994,31,552.498978
-0.792595,44,578.785719
-0.533115,41,603.418628
-0.14012,23,617.317785
-1.10485,53,649.856799
-0.23932,23,663.714187
-0.530122,63,705.258195
-0.032244,22,718.401227
-0.006708,19,729.6196
0.066746,34,749.897911
-0.593456,40,773.940798
-0.531304,31,792.597178
-0.139737,24,806.773736
-0.189889,17,816.809239
-0.277761,56,902.764053
-0.112811,78,949.150583
-0.007509,27,965.537304
-0.919167,81,1014.861513
0.189687,38,1037.473212
-0.876184,67,1081.024077
0.080355,33,1100.579887
-0.617907,126,1175.877945
-0.596774,36,1197.327758
-0.193371,40,1221.65253
-0.179805,108,1315.607628
-0.335669,67,1355.908393
-0.602946,96,1417.4047
-0.001139,26,1432.936203
-0.13225,15,1441.992056
-0.198442,33,1461.751083
-0.283463,26,1477.251408
-0.17355,27,1493.360715
-0.246621,27,1509.445078
-0.107923,36,1530.903975
-0.304624,31,1549.343539
0.205744,72,1592.632946
-0.136429,15,1601.751554
-0.150701,41,1626.393406
0.224648,30,1644.277361
-0.093789,55,1699.951743
-0.221687,19,1711.272794
-0.152092,49,1744.436382
0.22496,69,1786.312517
-0.286296,90,1840.171981
-0.035588,28,1857.106221
0.027941,36,1878.915278
-0.299623,29,1896.270355
-0.314459,30,1914.327026
-0.302162,33,1933.854527
-0.215141,44,1960.243536
0.083949,31,1978.772843
0.014988,63,2016.329721
-0.104577,33,2039.743175
0.100159,30,2057.686418
0.011283,18,2070.376794
0.041625,24,2084.833033
-0.056265,14,2093.307781
0.13212,15,2102.404693
-0.085588,19,2113.968701
0.247839,47,2142.364554
0.055883,37,2164.438937
-0.13008,12,2171.625918
0.120556,19,2183.189082
0.017624,22,2196.376668
-0.162945,15,2205.28532
-0.173339,28,2222.172481
-0.047037,18,2233.277078
0.015138,22,2246.378956
-0.030271,35,2267.211226
0.155666,30,2285.171817
-0.087898,18,2296.071828
0.339478,69,2337.404535
-0.047075,26,2356.804778
-0.030734,42,2381.878884
7.6e-05,32,2401.069773
0.080455,16,2410.472046
0.023717,31,2429.022219
