#{"t_start": 1654173348.0973136, "env_id": "A1GymEnv-v0"}
r,l,t
-0.974566,170,112.380769
-0.406877,32,131.312712
-0.337839,37,153.830888
-0.648643,57,188.302902
-0.01612,45,216.6758
-0.382417,34,236.831565
-1.185893,49,266.046709
-2.319921,148,359.913691
-0.118109,30,378.716558
-0.340881,28,448.3901
-0.28622,27,464.512705
-0.801659,40,488.462133
-0.006794,66,528.013684
-0.329927,34,548.451136
-0.272213,42,573.453444
-0.282696,35,594.627464
-0.041187,50,624.634725
-0.68146,49,654.739121
-0.725651,96,716.196125
-0.276053,41,740.573024
-0.348454,99,799.835158
-0.19931,31,818.118334
-0.094506,52,901.729737
-0.014502,18,912.467715
-0.03694,45,939.193644
-1.150765,80,987.702226
-0.229465,31,1006.370306
-0.142387,17,1016.800861
-0.151458,19,1028.072448
-0.131915,31,1046.455351
-0.291452,31,1068.795672
-0.119452,38,1091.318316
-0.206641,34,1111.570464
-0.194555,52,1142.537471
-0.320614,53,1174.230343
-0.131323,23,1187.943313
-0.195407,41,1212.856521
0.12619,61,1249.208821
-0.091832,27,1293.903035
-0.244595,20,1306.582562
-0.016075,41,1331.89581
-0.316376,34,1351.928928
-0.125956,20,1363.760752
-0.037878,38,1386.420326
0.023348,18,1401.470139
-0.098085,15,1410.361371
-0.06215,43,1436.074928
-0.062478,39,1459.506841
-0.157177,37,1481.608205
0.027898,36,1503.060982
-0.151885,22,1516.270261
-0.160933,50,1545.867783
-0.117653,20,1557.976795
-0.041262,23,1571.929677
-0.372773,92,1627.148043
-0.09365,35,1648.014135
-0.018153,43,1696.611219
-0.011892,15,1705.48295
-0.808602,78,1756.189239
-0.191625,25,1771.373037
0.104566,32,1790.57438
0.066459,17,1800.662385
-0.100233,17,1810.933749
0.02966,48,1839.700277
-0.1068,19,1851.104263
-0.188715,27,1867.454338
-0.238723,25,1882.658999
-0.02703,22,1895.786804
0.128572,31,1914.452535
0.239101,33,1933.979722
0.195488,39,1957.41706
-0.062316,23,1971.063686
0.025978,20,1983.103452
-0.01559,18,1993.873397
-0.073953,17,2003.990569
-0.108748,19,2015.255346
-0.11617,24,2029.4383
-0.089569,24,2047.572669
-0.270538,22,2060.721402
-0.504384,39,2086.210263
-0.049637,20,2098.270311
-0.056673,19,2109.775446
0.046911,32,2129.238744
0.055447,26,2144.883564
-0.026341,33,2164.564221
0.159558,32,2183.896745
0.172875,50,2213.913513
-0.144734,38,2237.054111
0.003412,26,2252.51359
-0.17834,20,2264.429637
-0.234111,18,2275.147136
0.048523,22,2288.341964
0.004415,21,2300.925442
-0.240705,30,2318.95912
-0.059351,27,2335.057145
0.038358,32,2358.153248
-0.112044,19,2369.584107
-0.077374,27,2385.594253
-0.026064,21,2398.167191
0.256684,40,2421.942032
0.090612,40,2445.665164
0.093502,38,2470.204965
-0.059405,36,2491.637539
0.001694,42,2516.699668
0.198893,32,2535.913702
-0.20699,22,2549.151926
0.227583,26,2564.750975
0.031838,20,2576.465297
-0.094183,29,2593.889448
0.0261,34,2613.928345
0.130293,32,2632.899435
0.177503,41,2661.124931
0.051352,10,2667.483184
-0.01697,32,2686.76848
0.02257,20,2698.671699
-0.14237,16,2708.197909
-0.024203,27,2724.294866
0.183725,29,2741.807602
-0.011354,17,2751.880827
-0.042022,16,2761.378844
-0.138266,92,2816.338609
-0.035462,16,2825.94182
0.01771,32,2846.477079
0.0143,22,2859.59185
0.049225,21,2872.107997
0.118163,13,2879.912758
-0.025607,27,2895.906165
0.236521,30,2913.735927
0.158675,48,2942.569092
0.2147,34,2962.801338
0.039335,15,2975.861249
0.116189,32,2995.029181
0.104698,54,3027.191071
-0.116299,13,3034.926034
-0.058828,43,3060.610928
0.049339,28,3077.341183
0.166803,41,3101.851306
-0.201039,23,3115.622515
0.248842,36,3137.272031
0.068967,20,3149.107553
0.190003,20,3161.22852
-0.02993,22,3174.351625
0.10502,18,3184.990309
0.183208,25,3199.946697
0.066805,15,3211.390834
-0.066746,29,3229.198492
0.085602,31,3248.352678
-0.139677,32,3269.068908
0.131406,15,3278.227675
-0.079949,27,3299.6625
-0.139739,22,3313.46483
0.005585,24,3328.441181
0.005178,39,3354.300008
0.059251,19,3366.269644
-0.031198,27,3385.701169
-0.189674,25,3401.182721
-0.024224,28,3418.142749
-0.022952,16,3428.410723
0.175396,16,3439.252718
0.123295,34,3460.265059
0.121044,23,3474.41167
0.356088,29,3492.201134
0.184375,29,3509.725671
0.174412,26,3525.708451
-0.012639,11,3532.550507
0.160807,19,3544.081297
0.086039,15,3553.360694
0.118003,34,3574.364463
0.016106,14,3583.336663
-0.002362,31,3602.331743
0.144537,22,3621.266625
0.348518,46,3649.457369
0.058549,39,3673.615605
0.00732,12,3681.047051
-0.123395,54,3714.013402
0.083773,30,3732.473706
0.095745,24,3747.02604
0.214018,48,3776.439052
0.313567,37,3799.174081
0.04606,12,3806.495697
0.111206,26,3822.26653
-0.110789,27,3838.620382
0.053486,22,3852.134495
0.168096,20,3864.430816
0.166819,60,3901.07252
0.204138,18,3911.93664
0.132095,36,3937.828987
0.129309,16,3947.832077
0.162257,24,3963.094928
0.022359,22,3976.664613
0.03457,39,4004.468043
0.124741,39,4028.517579
-0.061424,16,4038.269312
0.186179,37,4061.030641
0.085749,12,4068.405264
0.149999,24,4082.889799
-0.059726,27,4099.437234
0.071852,31,4118.478274
0.103059,30,4136.872052
0.131102,26,4152.77499
0.05316,24,4167.490222
0.124699,16,4177.234958
0.039835,16,4186.897958
0.323829,31,4205.785783
0.229372,21,4218.054879
0.221568,29,4235.304212
-0.121542,19,4246.696269
-0.070788,13,4258.589267
0.057619,22,4271.584721
0.223701,25,4286.310697
-0.035136,20,4298.146984
0.132386,25,4312.808089
0.008483,19,4324.123037
0.091955,43,4349.594898
0.105383,22,4362.545327
0.110104,11,4369.097163
0.047146,18,4379.698238
0.106377,28,4398.267815
0.345672,60,4433.743648
0.35916,37,4455.330585
0.20699,26,4470.751683
0.20397,33,4490.593095
-0.038621,27,4506.697152
0.0739,27,4522.97362
-0.028999,35,4543.84077
0.126885,22,4556.880009
0.173686,23,4574.409453
0.157088,23,4588.243859
0.001469,19,4599.543956
0.392388,37,4621.792615
0.071837,37,4644.035315
0.164165,45,4671.038106
0.438676,55,4704.765279
0.406009,79,4752.822834
0.066545,35,4775.597509
0.28663,25,4790.651018
-0.125277,26,4806.552712
0.389272,46,4834.520607
0.149972,19,4846.044225
0.019955,16,4855.859587
0.607048,35,4881.028124
0.124926,19,4892.562473
0.341274,43,4918.592015
0.286841,60,4955.173434
0.190179,32,4974.783899
0.311982,21,4987.653924
0.223836,31,5006.45349
0.338569,42,5032.006911
0.020564,22,5045.353013
0.298111,29,5062.80602
0.171359,35,5083.952566
0.289131,26,5099.722987
0.581297,41,5124.735272
-0.013565,11,5131.473972
0.29542,40,5157.008771
0.157571,20,5169.274758
-0.00353,36,5195.951906
-0.000533,30,5214.121638
0.234571,30,5232.411803
0.005253,48,5261.720698
0.507396,55,5295.074587
0.36883,47,5323.47369
0.435751,38,5346.913012
0.061809,16,5356.652558
0.150465,52,5388.143704
0.271989,29,5406.298129
0.318814,22,5419.688849
0.193613,16,5429.540628
0.128097,14,5437.983836
0.424314,54,5470.591817
0.081468,40,5494.73231
0.222053,20,5506.893229
