#{"t_start": 1654173354.1250217, "env_id": "A1GymEnv-v0"}
r,l,t
-0.779938,77,49.435852
-0.331076,71,93.723354
-0.239796,30,111.503286
-0.256786,18,122.134739
-0.215114,22,135.654935
-0.703021,53,167.678114
-0.36332,44,194.200033
-0.408482,59,230.599141
-0.768583,41,255.027989
-0.769665,59,290.685868
-0.311866,47,322.942993
-0.48883,61,360.784769
-0.223163,39,384.932332
-0.273679,40,461.251358
-0.22171,16,470.881731
-0.156472,23,484.628772
-0.211828,34,505.153796
-0.007175,32,524.186751
-0.420391,61,560.693829
-0.403531,63,598.576365
-0.21122,19,610.042611
-0.424529,59,646.148477
-0.141007,47,674.349946
-0.567771,95,734.92071
-1.068835,146,874.748159
-0.295932,22,887.782045
-0.145325,23,901.474669
-0.093854,42,926.42272
-0.600379,44,952.682958
0.035579,24,967.475814
-0.047338,51,998.356103
-0.200244,57,1032.603571
-0.106829,18,1047.135142
-0.46645,49,1076.132475
-0.195354,43,1101.66989
-0.241946,17,1111.897338
-0.258986,20,1123.93095
-0.186056,24,1138.128815
-0.250029,22,1151.381753
-0.03262,30,1169.206006
-0.105041,33,1188.867177
-0.198988,15,1197.954823
-0.727,27,1214.389479
-0.263009,40,1238.312919
-0.05446,32,1285.840902
-0.179182,29,1303.986699
-0.186637,21,1316.987505
-0.216694,21,1329.765648
-0.405661,65,1368.243131
-0.048855,20,1380.181082
-0.046934,9,1389.670378
0.113472,19,1401.184106
-0.141071,23,1414.812806
-0.152849,62,1452.062333
-0.007455,16,1461.605751
-0.115507,32,1480.811713
-0.044367,29,1497.998684
-0.168189,30,1515.962906
-0.030007,47,1543.875615
0.08971,29,1561.487604
-0.071513,84,1611.746665
0.094123,26,1627.502666
-0.09145,21,1639.97566
0.032112,26,1655.492752
0.028018,12,1685.611154
0.114911,30,1703.394999
-0.154342,23,1720.989691
-0.259662,23,1734.764945
-0.297038,60,1771.159429
0.214471,55,1804.117367
0.029947,14,1812.528623
-0.134407,38,1835.277966
-0.202487,32,1854.496541
-0.125362,23,1868.560035
0.100838,26,1884.199308
0.076712,30,1902.200441
0.046822,19,1913.589656
0.094115,31,1932.06847
-0.040184,19,1943.397701
0.103361,51,1973.921908
-0.089881,37,1995.916811
-0.074109,22,2009.036086
-0.129431,45,2039.600015
-0.048823,27,2055.711241
-0.281604,27,2073.925668
-0.071243,15,2082.985919
-0.092615,21,2095.716216
-0.198951,15,2104.771033
-0.021915,19,2116.375282
-0.038187,45,2143.272776
0.093819,29,2160.67598
-0.05736,23,2174.618812
0.109052,52,2205.890738
-0.176381,14,2214.213801
0.303218,22,2227.808965
-0.078661,18,2238.546252
-0.011379,28,2255.237972
-0.019204,12,2262.382609
0.015107,25,2277.297979
0.096393,27,2293.50254
-0.004022,18,2304.253632
-0.018427,13,2312.180362
0.070814,36,2333.712882
-0.10811,33,2357.328472
0.036639,24,2371.681387
-0.017199,17,2381.75515
-0.057679,18,2392.523722
-0.015618,21,2404.997489
0.070599,25,2419.886106
0.207083,21,2432.290876
-0.107306,60,2469.940956
-0.194872,45,2496.666832
-0.001921,35,2517.725288
-0.080846,29,2535.1569
0.054001,98,2593.557441
0.108747,21,2605.864874
-0.048317,33,2625.490723
-0.216223,42,2650.458064
0.075575,25,2669.777112
-0.111518,20,2681.759803
0.174383,31,2700.221708
0.005751,37,2722.379467
0.034399,12,2729.529338
-0.070843,14,2737.961293
0.125606,48,2766.498554
0.039432,25,2781.482632
0.044134,36,2802.767611
-0.086359,29,2820.307155
0.411409,36,2843.193109
0.095868,14,2851.630834
-0.422431,29,2868.903135
0.059079,22,2881.898694
0.051155,12,2889.07602
0.062082,18,2899.697675
-0.105798,27,2915.967452
0.095637,26,2931.611156
0.180929,20,2943.455343
0.001645,27,2959.585227
0.150189,48,2992.390303
0.250772,31,3010.736342
0.164644,39,3034.119102
0.091723,32,3053.219168
0.220526,44,3079.428364
0.037493,13,3087.253654
-0.021386,18,3098.070842
0.329673,37,3120.246336
0.152828,22,3133.421408
-0.17785,26,3149.013534
0.13219,13,3156.764271
0.09728,21,3169.325676
0.1545,71,3214.656286
0.042989,16,3224.181961
0.129397,22,3237.558393
-0.037445,67,3284.677411
0.123508,27,3301.625039
-0.029174,20,3314.114818
-0.085793,17,3324.783099
0.010405,15,3334.555224
0.158614,15,3344.758841
0.192593,42,3373.51541
-0.058159,72,3418.207464
0.015509,50,3450.347527
0.070587,23,3464.533153
0.103004,32,3484.020772
0.102488,20,3496.243118
0.285229,40,3520.738959
-7.2e-05,26,3536.636928
0.20758,35,3558.26968
0.029882,13,3566.259195
0.169768,33,3586.773011
0.204555,22,3601.43362
-0.029764,21,3618.762086
0.204496,26,3634.871663
