#{"t_start": 1654173350.2948365, "env_id": "A1GymEnv-v0"}
r,l,t
-0.119235,25,21.198912
-0.489187,29,39.04004
-0.180591,43,64.832818
-0.415675,25,80.854029
-0.336398,32,100.901179
-1.60235,163,198.986373
-0.212619,14,207.898767
-0.682405,67,248.276018
-0.643448,49,277.882286
-0.773422,118,353.511638
-0.385551,26,369.940295
-0.32591,54,455.343556
-1.229745,114,523.577025
-0.064252,27,539.802857
-0.232955,77,585.863204
-0.116982,27,602.116578
-0.69879,68,643.533023
-0.493201,30,661.803404
-0.06739,14,670.145908
-0.431726,103,735.481067
-0.152165,23,749.177448
-0.073116,29,766.632201
-0.05762,23,780.610292
-0.76815,35,801.462241
-0.598805,78,900.252239
-0.423674,56,933.597435
-0.188542,77,980.174954
-0.763856,39,1003.718533
-0.400184,54,1036.166557
-0.396709,51,1070.293251
-0.161664,27,1086.284791
-0.002352,19,1097.461576
-0.016788,16,1107.037591
-0.013917,78,1153.692253
0.031063,17,1163.786342
-0.21737,26,1179.253449
-0.284118,16,1188.863344
-0.004644,30,1207.122876
-0.54433,46,1234.67804
-0.210073,28,1251.276402
-0.226155,32,1299.596147
-0.04276,27,1316.228755
-0.031928,32,1335.706256
-0.281183,41,1359.887103
0.017971,77,1410.113066
-0.061637,22,1423.292501
-0.165757,28,1440.085354
-0.263808,73,1483.701603
-0.190063,46,1511.209443
0.143708,32,1530.230167
0.09902,24,1544.424042
0.092808,36,1566.281408
-0.264277,47,1594.389174
0.015784,16,1603.972981
0.046083,37,1626.332665
0.080569,20,1638.232709
0.052061,32,1657.270019
-0.045663,52,1711.088073
-0.216306,26,1730.517468
-0.164754,24,1744.941847
-0.252911,44,1771.701514
0.063594,31,1790.300122
0.046206,47,1818.510549
0.008423,20,1830.523307
-0.409918,27,1846.672905
-0.029022,19,1858.067907
-0.247978,26,1873.93734
0.211115,50,1904.03299
-0.008758,36,1925.349163
-0.090851,24,1939.814485
0.004521,47,1967.878463
-0.038997,14,1976.253307
0.107444,28,1993.002922
-0.15077,31,2011.436988
-0.045783,15,2020.228552
0.074693,37,2046.145424
-0.013847,20,2058.097667
-0.227413,31,2078.694646
0.265139,84,2129.543981
0.051285,17,2139.855288
-0.083586,16,2149.325512
0.011795,14,2157.696687
0.004511,37,2180.072374
-0.172352,16,2189.697228
-0.026989,16,2199.219627
0.087355,21,2211.878253
-0.069742,21,2224.541427
-0.265338,43,2250.472222
-0.304568,29,2267.735607
-0.043652,23,2281.482443
0.086267,54,2314.002276
-0.005673,43,2339.680326
-0.023834,43,2369.399456
0.06814,20,2381.168146
0.109884,29,2398.535612
-0.124441,33,2418.08162
-0.045992,36,2439.422973
0.044963,17,2451.531884
0.081077,34,2471.685398
-0.101331,21,2484.171375
0.03294,24,2498.423274
0.013943,10,2504.390725
0.108487,16,2514.058572
0.04091,19,2525.487345
-0.116373,22,2538.703306
0.195405,34,2559.206959
-0.287843,34,2579.114289
0.21379,34,2599.431433
0.191651,46,2626.727688
-0.090212,18,2637.351537
0.174374,26,2652.826351
0.067015,19,2668.576315
-0.042787,25,2683.534328
0.008424,37,2705.560234
0.100129,33,2725.302816
0.03284,20,2737.359711
-0.017214,26,2752.773691
0.122433,20,2764.657791
-0.046995,21,2777.21929
-0.10494,17,2787.381878
0.187231,27,2803.261632
-0.225965,25,2818.506099
0.028064,21,2832.512916
0.035027,11,2839.105866
0.10027,27,2855.176816
0.082049,28,2871.881168
0.067174,38,2894.460925
-0.008945,40,2918.283661
0.048017,16,2927.930204
0.044436,46,2955.436213
-0.071797,19,2970.798467
0.009821,45,2997.745034
0.044048,20,3009.565595
0.075873,17,3019.745654
-0.02407,14,3028.115226
0.043769,19,3039.522488
-0.018569,29,3056.798526
0.152034,18,3067.518847
0.458668,46,3095.030223
0.095623,15,3103.981178
-0.006694,16,3113.572448
-0.098608,33,3133.419618
0.040406,24,3147.673274
0.270389,37,3169.989728
0.057156,14,3178.205909
0.035052,20,3190.080827
-0.036989,22,3203.830029
0.106008,33,3225.92612
0.011575,12,3233.155535
-0.109237,17,3243.732657
0.230936,43,3271.252056
0.107189,23,3290.168733
-0.236364,22,3303.814639
-0.015613,45,3332.112205
0.205371,37,3356.680342
0.062113,14,3365.894166
0.07141,30,3386.807579
0.084251,18,3397.890297
-0.026245,27,3414.308543
-0.009927,33,3435.935984
0.099751,15,3445.266397
-0.066745,25,3460.687652
0.2522,34,3481.557416
0.045946,38,3504.737532
0.282517,35,3526.179235
0.159327,21,3538.958255
0.161605,25,3554.453567
-0.047298,24,3569.189095
-0.001086,22,3583.090461
-0.092716,16,3592.806933
0.210037,19,3605.61906
0.14755,23,3624.200748
0.104004,20,3636.673779
0.148349,27,3652.961604
-0.149921,31,3672.2343
0.072265,41,3697.283579
0.171514,41,3722.289852
0.258705,36,3744.375406
0.136734,41,3769.431959
0.008293,30,3787.889883
-0.103969,14,3796.518344
0.218905,37,3818.972432
0.083126,28,3835.951636
0.066637,12,3843.416839
0.168613,23,3857.469599
-0.046564,48,3886.724892
0.133841,28,3903.81429
-0.022875,18,3914.814323
0.046527,35,3940.16435
0.22819,30,3959.272826
0.131796,21,3972.166469
0.078844,29,3990.484888
0.028804,39,4017.869591
0.050859,19,4029.511754
0.493159,44,4056.470663
0.120609,15,4065.743455
0.088197,12,4072.98933
0.183812,22,4086.346495
0.089743,13,4094.368825
0.173759,16,4104.174703
0.011199,17,4114.620534
0.153984,24,4129.326853
0.089738,21,4142.160456
0.189059,22,4155.643872
0.037623,18,4166.693591
0.028228,37,4189.109068
0.065761,11,4195.707676
0.109781,28,4212.540249
-0.030685,47,4240.437687
0.133312,26,4260.103128
0.039075,35,4280.750239
0.166226,19,4291.978997
0.172546,17,4301.885549
0.387566,63,4339.276167
0.268339,36,4360.52391
0.319885,40,4386.148687
0.224158,36,4407.468657
-0.214279,33,4426.99136
-0.104212,18,4437.548451
0.16884,37,4459.214019
0.148232,53,4491.069895
0.181789,52,4522.059448
-0.006462,14,4530.456231
0.093263,30,4548.239352
0.311889,60,4588.000633
0.142733,42,4613.040228
0.096383,53,4645.039281
0.067673,21,4657.624259
0.058118,59,4693.457483
0.127268,41,4718.637211
0.175109,24,4733.225408
0.235073,31,4752.051938
0.211863,31,4772.253499
0.187928,18,4783.189886
0.210562,47,4811.809405
0.154029,40,4836.089887
0.147736,31,4855.021219
0.111514,24,4869.615535
-0.439608,22,4886.881569
0.141892,21,4899.568679
0.156593,34,4920.268526
0.19426,24,4934.86819
0.218577,26,4950.714501
0.122062,24,4965.258784
0.216003,47,4994.105295
0.091031,22,5007.517176
0.247593,31,5026.367579
0.354295,35,5047.574221
0.042448,15,5056.65408
0.214259,21,5069.281358
-0.07051,24,5083.765097
0.231193,46,5111.734607
0.502453,25,5126.974112
0.140563,17,5137.412197
0.148721,31,5157.398941
0.645393,82,5212.096629
0.049049,29,5229.76194
0.099668,38,5253.059721
0.136391,22,5266.212174
0.540242,74,5311.226122
0.316414,35,5332.304607
0.2451,47,5361.33207
0.091484,30,5379.406886
0.074902,11,5386.113703
0.203902,32,5406.066556
0.21273,49,5435.956838
0.759699,101,5496.891329
0.452071,57,5535.017107
0.256061,29,5554.928426
0.104133,33,5574.858363
0.119982,38,5597.611525
0.275405,26,5613.710787
0.59168,124,5690.681517
0.288683,45,5717.854102
0.121207,34,5738.534188
0.143613,27,5754.920416
0.039641,40,5779.108579
0.394685,61,5815.851725
0.228713,26,5835.816745
0.064464,30,5854.002183
0.275229,34,5874.601067
-0.077378,31,5893.305137
0.439091,52,5928.049587
0.621175,66,5967.868823
0.09436,16,5977.608642
0.277388,36,5999.494586
0.310126,73,6043.152163
-0.047351,40,6067.553648
0.153829,34,6088.085895
0.16666,25,6103.252522
0.109176,16,6112.981099
0.068704,13,6120.80262
0.400283,40,6148.897142
0.378562,60,6185.106992
0.572598,60,6221.254811
0.02713,12,6228.528448
1.180625,132,6312.763418
0.155444,26,6328.610408
0.374964,50,6358.57507
0.403787,45,6385.610033
0.199315,38,6408.339295
0.377962,43,6434.321943
0.877058,140,6521.729748
0.236389,30,6539.83896
0.06838,19,6551.235749
0.568306,99,6611.030129
0.572667,136,6702.08197
0.413266,49,6731.424976
0.278548,58,6766.161988
0.116042,32,6789.380662
0.308855,24,6803.857353
0.621964,73,6848.839664
0.499123,95,6907.05704
1.063627,115,6976.110161
0.875206,122,7049.729378
0.427818,64,7095.646675
0.382475,58,7134.136298
0.645725,72,7176.83781
0.921083,96,7234.851696
0.416232,85,7284.866762
0.443101,82,7335.051658
0.243586,34,7356.753458
0.255658,44,7383.367523
2.977289,412,7683.646162
0.251334,38,7707.514931
0.630397,59,7743.054461
1.40663,185,7860.694106
0.940972,83,7947.810498
4.173387,331,8151.168463
2.718893,265,8309.130404
3.24502,497,8656.56491
9.625574,1000,9364.592319
8.165032,1000,10028.028708
3.68786,234,10220.742145
1.3996,115,10292.758894
12.650022,1000,10998.659669
12.178568,1000,11652.721001
10.080146,1000,12361.059014
8.74264,685,12822.148444
10.897615,1000,13524.212338
10.609994,1000,14174.954998
11.113811,1000,14879.825548
8.599029,885,15464.038458
16.195008,1000,16167.554654
14.155073,1000,16819.76649
12.621399,1000,17524.183354
11.360246,1000,18228.179976
8.804631,574,18572.370893
17.560597,1000,19273.829642
12.104872,749,19775.35837
14.903458,1000,20478.224036
14.707728,1000,21130.539725
16.508857,1000,21835.957039
17.791682,1000,22546.102039
18.256144,1000,23203.880324
18.596007,1000,23910.425865
18.000315,1000,24557.806341
6.779835,484,24899.352128
11.864488,806,25480.923333
22.068222,1000,26132.286224
22.436569,1000,26841.731359
19.85752,1000,27503.457928
19.102758,1000,28213.577964
16.210233,1000,28920.407456
17.931296,1000,29569.688296
21.742027,1000,30266.022718
1.49784,115,30332.771763
20.509461,1000,30977.813962
18.816317,1000,31676.198266
20.55552,1000,32372.556311
19.258719,1000,33020.167787
20.411366,1000,33717.570947
18.338952,1000,34361.601865
1.868275,133,34491.025356
21.878949,1000,35135.271366
21.323818,1000,35830.170197
18.524401,1000,36527.151863
18.598339,1000,37171.1688
18.36602,1000,37866.167418
21.432971,1000,38510.848926
22.145504,1000,39206.087597
21.946102,1000,39897.616039
19.253894,1000,40543.316154
21.580516,1000,41239.05263
19.194444,1000,41882.65283
