#{"t_start": 1654173353.687344, "env_id": "A1GymEnv-v0"}
r,l,t
-0.511269,54,35.870475
-0.356346,60,72.172511
-0.641794,44,100.040545
-0.300166,19,111.289848
-0.194038,52,142.688679
-0.282429,23,156.331982
-0.825287,32,175.875432
-0.683113,60,213.270454
-0.278818,50,242.81062
-0.736833,37,265.085618
0.005248,31,283.88697
-0.274532,72,331.218175
-0.67572,53,364.289277
-0.671965,60,453.380828
-0.191546,34,473.685689
-0.58529,35,494.867529
-0.480447,50,524.58742
-0.21599,29,542.017678
-0.19019,37,564.063014
0.029655,21,576.719753
-1.206253,63,614.625523
-0.337889,19,626.137625
-0.26598,22,639.774199
-0.612662,103,705.578856
0.009966,21,718.025333
-0.267132,40,741.826288
-0.129005,16,751.404755
-1.097562,62,788.70725
-0.310259,37,810.555201
-0.253071,18,873.948341
-0.135856,34,894.103661
-0.21796,52,925.065561
-0.406863,83,975.145575
-0.475468,118,1049.919161
-0.264376,32,1068.854324
-0.123822,22,1081.899015
-0.195378,23,1095.502731
-0.396891,65,1134.358289
-0.293645,25,1149.349991
-0.405994,31,1167.770841
-0.187329,50,1197.731593
0.106351,46,1225.671145
0.000766,78,1301.353791
0.081002,53,1333.810927
0.106075,52,1364.500302
-0.736788,29,1381.857545
0.086678,26,1401.584746
-0.17117,34,1421.929057
-0.162722,54,1454.276476
-0.081271,28,1470.962912
-0.066329,17,1481.210082
0.113205,23,1494.879134
-0.206148,36,1516.356773
0.10843,24,1530.717082
-0.22645,35,1551.564989
-0.223552,29,1569.031944
-0.473662,63,1606.798165
0.067207,25,1621.915362
-0.068165,34,1642.176063
0.043386,16,1651.678911
-0.383474,27,1690.77803
-0.132811,18,1701.44672
-0.12219,16,1710.95069
0.021313,45,1741.768469
0.072554,17,1752.223419
-0.305828,42,1777.660053
-0.061146,16,1787.134851
-0.120415,26,1802.646014
-0.058557,39,1826.138813
0.122625,66,1865.886895
-0.039436,19,1877.45004
-0.107495,30,1895.385028
0.065051,18,1906.231948
-0.026026,47,1934.276187
-0.133751,39,1957.623076
-0.162624,27,1973.710209
0.039335,42,1998.789178
0.077945,18,2009.439735
-0.053149,30,2031.10061
0.065499,25,2045.937896
0.014794,18,2056.745782
-0.186872,16,2068.321353
-0.026854,24,2082.759779
-0.038004,19,2094.304441
-0.130899,24,2108.887024
-0.027445,47,2137.318388
-0.333205,19,2148.527988
-0.020699,18,2159.342898
0.025363,37,2181.704014
-0.033266,64,2220.123716
-0.003161,36,2241.906398
0.246515,42,2266.987234
-0.115586,45,2293.906163
0.079062,14,2302.241462
-0.024732,15,2311.395146
-0.021145,17,2321.45549
0.011008,52,2356.54202
-0.013162,18,2367.378446
-0.175386,24,2381.566157
0.11782,18,2392.342648
0.069516,15,2401.315968
-0.063596,32,2420.286937
-0.01409,45,2448.957762
-0.165183,24,2463.184548
-0.041962,30,2481.000918
0.155063,20,2492.866406
-0.015345,16,2502.466174
0.002068,22,2515.675364
0.017549,21,2528.339288
0.033485,37,2550.644331
-0.06318,18,2561.296744
0.153175,27,2577.266119
0.090007,15,2586.259778
0.053374,22,2599.214792
-0.118985,26,2614.64803
0.260075,35,2635.427047
0.043021,24,2649.68613
0.012796,19,2665.40819
0.080814,12,2672.639899
-0.29992,29,2689.892321
0.258459,46,2717.288368
0.035348,43,2743.101017
0.113254,40,2766.90022
0.015619,22,2780.12523
-0.237578,20,2791.971264
0.181211,35,2812.884022
0.129293,29,2831.815057
0.044492,13,2839.448997
0.133468,19,2850.826201
0.040389,21,2863.30196
-0.036028,27,2879.338907
-0.127425,17,2889.476947
0.067487,21,2901.921401
0.079698,20,2913.937467
-0.108277,17,2924.145072
-0.014147,25,2939.081987
-0.030012,20,2951.049253
0.135611,29,2972.412663
0.01489,11,2979.041496
-0.034965,16,2988.567315
0.36389,32,3007.59018
0.273652,42,3032.756307
0.096365,23,3046.419466
-0.137715,33,3066.144204
0.029412,15,3075.150621
0.236613,30,3092.979685
-0.072328,27,3109.207093
-0.02626,58,3143.886558
-0.040669,20,3155.978349
0.12203,28,3172.682739
