#{"t_start": 1654173353.2434914, "env_id": "A1GymEnv-v0"}
r,l,t
-0.495431,51,34.418285
-0.312681,17,44.875743
-0.690072,63,84.268901
-0.339774,54,116.470906
-0.510278,31,135.187318
-0.545715,70,177.468608
-0.395812,38,200.463951
-0.63555,95,258.278487
-0.568845,46,286.113227
-0.322086,57,324.410178
-0.235743,17,334.700826
-0.2847,33,355.11841
-0.462178,66,448.375537
-0.118403,29,465.698236
-0.248894,17,475.892358
-0.237074,18,486.723473
0.095798,20,498.841141
-0.146673,34,519.028363
-0.519823,68,559.781688
-0.108549,33,579.542449
-0.577908,75,624.734217
-0.298956,27,641.404958
-0.354376,42,666.774477
-0.065898,21,679.354209
-0.316262,89,736.334303
-0.24998,54,768.674241
-0.283759,44,795.050612
-0.214145,16,804.54717
-0.034494,32,876.196718
-0.642608,66,915.389735
-0.425382,22,928.450748
-0.338717,25,943.299052
-0.20677,24,957.843954
-0.18044,65,997.323406
-0.139132,52,1028.665405
-0.269713,30,1050.322457
-0.24181,68,1090.601227
0.056666,17,1100.635287
-0.041366,22,1113.907808
-0.27598,31,1132.376437
0.109175,14,1140.772334
-0.245784,31,1159.270517
-0.110893,76,1205.016737
-0.06318,55,1237.96182
0.204333,26,1281.969986
-0.269649,30,1300.57553
0.027082,16,1310.323013
-0.174205,36,1332.366989
-0.172139,32,1351.225045
-0.094331,46,1378.61655
-0.046484,31,1401.388908
0.027632,24,1415.628638
-0.249651,32,1434.923348
-0.263954,22,1448.061089
0.053752,22,1461.24962
-0.075817,38,1483.975672
-0.048503,29,1501.236812
-0.003588,27,1517.404451
-0.120842,77,1563.535658
0.292814,27,1579.58773
0.021714,22,1592.920731
0.083411,20,1604.856265
-0.162937,24,1619.14722
-0.335927,71,1684.620374
0.047496,45,1711.360812
0.11956,50,1745.087534
0.055524,27,1761.889993
-0.031522,18,1772.58846
0.117779,49,1801.85518
0.002524,31,1820.558183
-0.072862,18,1831.362685
0.086412,47,1859.581872
-0.268717,23,1873.661711
-0.399359,29,1890.993176
0.106206,16,1900.656996
0.021381,13,1908.456146
-0.061134,39,1931.647264
-0.080914,23,1945.43876
-0.16891,30,1963.357956
-0.241644,42,1988.46356
-0.18747,38,2011.054515
0.003963,17,2021.003361
-0.375332,26,2040.416106
0.29575,42,2067.526506
0.105165,22,2080.792347
0.278181,55,2114.161279
-0.092574,16,2123.795926
-0.023166,18,2134.649948
-0.077504,46,2162.134745
0.167353,22,2175.437247
0.180176,44,2201.828815
-0.00255,41,2226.800793
-0.001104,29,2244.159924
0.005067,40,2267.972314
0.025506,23,2281.72069
-0.052324,48,2310.631372
0.059155,31,2329.049379
0.144122,18,2339.924352
0.065871,20,2355.718602
0.155625,24,2370.099313
-0.11827,34,2390.318391
0.124769,35,2411.104473
-0.166899,17,2421.340056
0.127638,31,2439.702372
-0.182208,27,2457.611331
0.113149,31,2476.086758
0.07776,19,2487.394256
0.128625,25,2502.285205
-0.05474,39,2525.775267
0.007005,18,2536.54629
-0.004106,16,2546.215159
0.058601,33,2565.757229
0.091023,34,2586.02443
0.11665,36,2607.312846
-0.244396,28,2624.001723
0.063371,20,2635.833197
-0.069203,18,2646.436005
0.04461,16,2660.170572
-0.061795,33,2680.202892
0.083339,22,2693.280317
-0.083273,33,2712.939553
0.004401,13,2720.679173
-0.021079,12,2727.996067
-0.041039,12,2735.222313
0.06324,20,2747.053512
-0.600178,93,2802.363841
0.126381,36,2825.570173
-0.129033,16,2835.154531
-0.01092,29,2852.44301
-0.021356,18,2863.103928
0.081316,14,2871.560237
0.098462,14,2879.749771
0.071908,25,2894.669737
-0.032823,16,2904.133913
